Rank,Year,Artist,Song1,Chart_Year
254,1978,The BeatlesA,With A Little Help From My FriendsB1,1981
255,1967,The Tremeloes,Let Your Hair Hang Down,1981
256,1962,Shelley Fabares,Where's It Gonna Get Me?,1981
257,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1981
258,1975,Barry Manilow,I Am Your Child,1981
259,1967,The Turtles,Like The Seasons,1981
260,1974,Frankie Valli,Watch Where You Walk,1981
261,1975,Morris Albert,This World Today Is A Mess,1981
262,1960,Bobby Rydell,I'd Do It Again,1981
263,1962,Elvis Presley With The Jordanaires,Where Do You Come From,1981
264,1963,Dion (Di Muci),You're Mine,1981
265,1963,The 4 Seasons,Lucky Ladybug,1981
266,1975,Eagles,After The Thrill Is Gone,1981
267,1963,The Tymes,Roscoe James McClain,1981
268,1965,The 4 Seasons,Searching Wind,1981
269,1958,Tommy Edwards,Please Love Me Forever,1981
270,1975,Barry Manilow,A Nice Boy Like Me,1981
271,1964,The Shangri-Las,What Is Love,1981
272,1957,The Dubs,Darling,1981
273,1959,Mark Dinning,Bye Now Baby,1981
274,1970,Carpenters,All Of My Life,1981
275,1967,The Association,Requiem For The Masses,1981
276,1956,The Cleftones,You're Driving Me Mad,1981
277,1981,Daryl Hall And John Oates,Tell Me What You Want,1981
278,1965,The Supremes,I'm In Love Again,1981
279,1968,Dion,Daddy Rollin' (In Your Arms),1981
280,1957,The Channels,Stay As You Are,1981
281,1978,Commodores,Look What You've Done To Me,1981
282,1953,The Orioles,Don't You Think I Ought To Know,1981
283,1965,The Righteous Brothers,Unchained Melody,1981
284,1966,The Beatles,Good Day Sunshine,1981
285,1956,Clyde McPhatter,When You're Sincere,1981
286,1958,The Students,Everyday Of The Week,1981
287,1967,The Rolling Stones,Ruby Tuesday,1981
288,1960,The Ventures,Home,1981
289,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1981
290,1957,The Platters,He's Mine,1981
291,1969,Neil Diamond,Dig In,1981
292,1979,Blondie,11,1981
293,1964,The Beach Boys,Don't Worry Baby,1981
294,1969,The Rolling Stones,You Can't Always Get What You Want,1981
295,1957,Charlie Gracie,Ninety-Nine Ways,1981
296,1956,The Clovers,"Hey, Doll Baby",1981
297,1955,The El Dorados,What's Buggin' You Baby,1981
298,1959,Rock-A-Teens,Untrue,1981
299,1966,The Casinos,I Still Love You,1981
300,1978,Barry Manilow,Copacabana (At The Copa) [Short Version],1981
301,1964,Elvis Presley With The Jordanaires,Such A Night,1981
302,1956,The Teen Queens,Eddie My Love,1981
303,1959,The Impalas,Sorry (I Ran All The Way Home),1981
304,1967,The Beatles,Strawberry Fields Forever,1981
305,1965,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),1981
306,1958,The Crickets,Maybe Baby,1981
307,1977,Heatwave,Always And Forever,1981
308,1962,The Crystals,He's A Rebel,1981
309,1968,Bobby Goldsboro,Honey,1981
310,1981,The Oak Ridge Boys,Elvira,1981
311,1956,Gene Vincent And His Blue Caps,Be-Bop-A-Lula,1981
312,1960,The Passions,I Only Want You,1981
313,1958,The Teddy Bears,"To Know Him, Is To Love Him",1981
314,1963,The Classics [Brooklyn],Till Then,1981
315,1958,Elvis Presley With The Jordanaires,Hard Headed Woman,1981
316,1964,The Rolling Stones,Time Is On My Side,1981
317,1980,Barbra Streisand,Woman In Love,1981
318,1967,The Young Rascals,Groovin',1981
319,1962,Booker T. And The M.G.'s,Green Onions,1981
320,1964,Jay And The Americans,Let's Lock The Door (And Throw Away The Key),1981
321,1966,The Supremes,You Can't Hurry Love,1981
322,1969,"Crosby, Stills And Nash",Suit,1981
323,1956,Elvis Presley,Blue Suede Shoes,1981
324,1968,The Rolling Stones,Jumpin' Jack Flash,1981
325,1975,The Eagles,Lyin' Eyes,1981
326,1972,Gilbert O'Sullivan,Alone Again (Naturally),1981
327,1957,Sam Cooke,You Send Me,1981
328,1959,The Fireflies,You Were Mine,1981
329,1955,The Cadillacs,Speedoo,1981
330,1966,The Righteous Brothers,(You're My) Soul And Inspiration,1981
331,1956,Frankie Lymon And The Teenagers,The A.B.C's Of Love,1981
332,1954,Bill Haley And His Comets,"Shake, Rattle And Roll",1981
333,1964,The Beach Boys,I Get Around,1981
334,1960,The Passions,I Only Want You,1981
335,1964,The Ronettes,Walking In The Rain,1981
336,1958,Little Anthony And The Imperials,Tears On My Pillow,1981
337,1960,The Drifters,Save The Last Dance For Me,1981
338,1967,Engelbert Humperdinck,Release Me (And Let Me Love Again),1981
339,1973,Jim Croce,Time In A Bottle,1981
340,1966,Johnny Rivers,Poor Side Of Town,1981
341,1959,Dion And The Belmonts,Where Or When,1981
342,1964,The Beatles,A Hard Day's Night,1981
343,1957,The Crickets,"Oh, Boy!",1981
344,1956,The 3 Friends,Blanche,1981
345,1959,The Crests,The Angels Listened In,1981
346,1960,Jimmy Charles And The Revelletts,A Million To One,1981
347,1959,The Drifters,There Goes My Baby,1981
348,1972,Looking Glass,Brandy (You're A Fine Girl),1981
349,1960,Neil Sedaka,Calendar Girl,1981
350,1965,Four Tops,I Can't Help Myself,1981
301,1964,Elvis Presley With The Jordanaires,Never Ending,1981
302,1956,The Teen Queens,Just Goofed,1981
303,1959,The Impalas,"Fool, Fool, Fool",1981
304,1967,The Beatles,Penny Lane,1981
305,1965,The Byrds,She Don't Care About Time,1981
306,1958,The Crickets,Tell Me How,1981
307,1977,Heatwave,Super Soul Sister,1981
308,1962,The Crystals,I Love You Eddie,1981
309,1968,Bobby Goldsboro,Danny,1981
310,1981,The Oak Ridge Boys,A Woman Like You,1981
311,1956,Gene Vincent And His Blue Caps,Woman Love,1981
312,1960,The Passions,This Is My Love,1981
313,1958,The Teddy Bears,Don't You Worry My Little Pet,1981
314,1963,The Classics [Brooklyn],Enie Minie Mo,1981
315,1958,Elvis Presley With The Jordanaires,Don't Ask Me Why,1981
316,1964,The Rolling Stones,Congratulations,1981
317,1980,Barbra Streisand,Run Wild,1981
318,1967,The Young Rascals,Sueño,1981
319,1962,Booker T. And The M.G.'s,Behave Yourself,1981
320,1964,Jay And The Americans,I'll Remember You,1981
321,1966,The Supremes,Put Yourself In My Place,1981
322,1969,"Crosby, Stills And Nash",Judy Blue EyesB,1981
323,1956,Elvis Presley,Tutti Frutti,1981
324,1968,The Rolling Stones,Child Of The Moon,1981
325,1975,The Eagles,Too Many Hands,1981
326,1972,Gilbert O'Sullivan,Save It,1981
327,1957,Sam Cooke,Summertime,1981
328,1959,The Fireflies,Stella Got A Fella,1981
329,1955,The Cadillacs,Let Me Explain,1981
330,1966,The Righteous Brothers,B Side Blues,1981
331,1956,Frankie Lymon And The Teenagers,Share,1981
332,1954,Bill Haley And His Comets,A. B. C. Boogie,1981
333,1964,The Beach Boys,Don't Worry Baby,1981
334,1960,The Passions,This Is My Love,1981
335,1964,The Ronettes,How Does It Feel?,1981
336,1958,Little Anthony And The Imperials,Two People In The World,1981
337,1960,The Drifters,Nobody But Me,1981
338,1967,Engelbert Humperdinck,Ten Guitars,1981
339,1973,Jim Croce,Hard Time Losin' Man,1981
340,1966,Johnny Rivers,A Man Can Cry,1981
341,1959,Dion And The Belmonts,That's My Desire,1981
342,1964,The Beatles,I Should Have Known Better,1981
343,1957,The Crickets,Not Fade Away,1981
344,1956,The 3 Friends,Baby I'll Cry,1981
345,1959,The Crests,I Thank The Moon,1981
346,1960,Jimmy Charles And The Revelletts,Hop Scotch Hop,1981
347,1959,The Drifters,Oh My Love,1981
348,1972,Looking Glass,One By One,1981
349,1960,Neil Sedaka,The Same Old Fool,1981
350,1965,Four Tops,Sad Souvenirs,1981
351,1958,Jerry Butler And The Impressions,For Your Precious Love,1981
352,1957,Lee Andrews And The Hearts,Teardrops,1981
353,1964,Jan And Dean,The Little Old Lady (From Pasadena),1981
354,1958,Jackie Wilson,Lonely Teardrops,1981
355,1964,Mary Wells,My Guy,1981
356,1958,Dion And The Belmonts,No One Knows,1981
357,1957,Crest's,My Juanita,1981
358,1971,Climax,Precious And Few,1981
359,1979,The Doobie Brothers,What A Fool Believes,1981
360,1964,The Beatles,Love Me Do,1981
361,1966,The Chiffons,Sweet Talkin' Guy,1981
362,1976,Engelbert Humperdinck,After The Lovin',1981
363,1974,The Hollies,The Air That I Breathe,1981
364,1978,Gloria Gaynor,Substitute,1981
365,1965,The Beatles,We Can Work It Out,1981
366,1969,The Brooklyn Bridge,Blessed Is The Rain,1981
367,1959,The Coasters,Charlie Brown,1981
368,1958,The Everly Brothers,All I Have To Do Is Dream,1981
369,1963,Elvis Presley With The JordanairesElvis Sings - Vol. 1A,Blue HawaiiA,1981
370,1970,Carpenters,(They Long To Be) Close To You,1981
371,1965,The Beatles,Eight Days A Week,1981
372,1981,Neil Diamond,America,1981
373,1963,Martha And The Vandellas,Heat Wave,1981
374,1967,The Beatles,All You Need Is Love,1981
375,1981,Olivia Newton-John,Physical,1981
376,1968,Creedence Clearwater Revival,Proud Mary,1981
377,1964,Little Anthony And The Imperials,Hurt So Bad,1981
378,1959,Neil Sedaka,Oh! Carol,1981
379,1964,J. Frank Wilson And The Cavaliers,Last Kiss,1981
380,1963,The Drifters,On Broadway,1981
381,1962,Dickey Lee,Patches,1981
382,1961,The Belmonts,Tell Me Why,1981
383,1962,Jay And The Americans,Dawning,1981
384,1956,The Dells,Oh What A Nite,1981
385,1957,Robert And Johnny,We Belong Together,1981
386,1973,Roberta Flack,Killing Me Softly With His Song,1981
387,1960,Roy Orbison,Only The Lonely (Know The Way I Feel),1981
388,1970,The Kinks,Lola,1981
389,1976,Barry Manilow,This One's For You,1981
390,1958,"Duane Eddy And His ""Twangy"" Guitar",Rebel-'Rouser,1981
391,1977,Jimmy Buffett,Margaritaville (Edited),1981
392,1963,Jay And The Americans,Only In America,1981
393,1972,The Hollies,Long Cool Woman (In A Black Dress),1981
394,1960,Ben E. King,Spanish Harlem,1981
395,1968,B. J. Thomas,Hooked On A Feeling,1981
396,1957,The Everly Brothers,Bye Bye Love,1981
397,1968,Diana Ross And The Supremes,Love Child,1981
398,1957,Chuck Berry,School Day (Ring! Ring! Goes The Bell),1981
399,1967,The Young Rascals,How Can I Be Sure,1981
400,1962,Brian Hyland,Sealed With A Kiss,1981
351,1958,Jerry Butler And The Impressions,Sweet Was The Wine,1981
352,1957,Lee Andrews And The Hearts,The Girl Around The Corner,1981
353,1964,Jan And Dean,My Mighty G. T. O.,1981
354,1958,Jackie Wilson,In The Blue Of Evening,1981
355,1964,Mary Wells,Oh Little Boy (What Did You Do To Me),1981
356,1958,Dion And The Belmonts,I Can't Go On (Rosalie),1981
357,1957,Crest's,Sweetest One,1981
358,1971,Climax,Park Preserve,1981
359,1979,The Doobie Brothers,Don't Stop To Watch The Wheels,1981
360,1964,The Beatles,P.S. I Love You,1981
361,1966,The Chiffons,Did You Ever Go Steady,1981
362,1976,Engelbert Humperdinck,Let's Remember The Good Times,1981
363,1974,The Hollies,No More Riders,1981
364,1978,Gloria Gaynor,I Will Survive,1981
365,1965,The Beatles,Day Tripper,1981
366,1969,The Brooklyn Bridge,Welcome Me Love,1981
367,1959,The Coasters,Three Cool Cats,1981
368,1958,The Everly Brothers,Claudette,1981
369,1963,Elvis Presley With The JordanairesElvis Sings - Vol. 1A,No MoreB1,1981
370,1970,Carpenters,I Kept On Loving You,1981
371,1965,The Beatles,I Don't Want To Spoil The Party,1981
372,1981,Neil Diamond,Songs Of Life,1981
373,1963,Martha And The Vandellas,A Love Like Yours (Don't Come Knocking Everyday),1981
374,1967,The Beatles,"Baby, You're A Rich Man",1981
375,1981,Olivia Newton-John,The Promise (The Dolphin Song),1981
376,1968,Creedence Clearwater Revival,Born On The Bayou,1981
377,1964,Little Anthony And The Imperials,Reputation,1981
378,1959,Neil Sedaka,One Way Ticket (To The Blues),1981
379,1964,J. Frank Wilson And The Cavaliers,That's How Much I Love You,1981
380,1963,The Drifters,Let The Music Play,1981
381,1962,Dickey Lee,More Or Less,1981
382,1961,The Belmonts,Smoke From Your Cigarette,1981
383,1962,Jay And The Americans,She Cried,1981
384,1956,The Dells,Jo-Jo,1981
385,1957,Robert And Johnny,Walking In The Rain,1981
386,1973,Roberta Flack,Just Like A Woman,1981
387,1960,Roy Orbison,Here Comes That Song Again,1981
388,1970,The Kinks,Mindless Child Of Motherhood,1981
389,1976,Barry Manilow,Riders To The Stars,1981
390,1958,"Duane Eddy And His ""Twangy"" Guitar",Stalkin',1981
391,1977,Jimmy Buffett,Miss You So Badly,1981
392,1963,Jay And The Americans,My Clair De Lune,1981
393,1972,The Hollies,Look What We've Got,1981
394,1960,Ben E. King,First Taste Of Love,1981
395,1968,B. J. Thomas,I've Been Down This Road Before,1981
396,1957,The Everly Brothers,I Wonder If I Care As Much,1981
397,1968,Diana Ross And The Supremes,Will This Be The Day,1981
398,1957,Chuck Berry,Deep Feeling,1981
399,1967,The Young Rascals,I'm So Happy Now,1981
400,1962,Brian Hyland,Summer Job,1981
401,1956,"Elvis PresleyELVIS, Volume 1A",Rip It UpA,1981
402,1963,The Beach Boys,Surfer Girl,1981
403,1957,Frankie Lymon,Goody Goody,1981
404,1967,Procol Harum,A Whiter Shade Of Pale,1981
405,1961,Curtis Lee,Pretty Little Angel Eyes,1981
406,1964,The Beatles,Do You Want To Know A Secret,1981
407,1966,Frank Sinatra,Strangers In The Night,1981
408,1976,Elvis Presley,For The Heart,1981
409,1975,Frankie Valli,Swearin' To God,1981
410,1965,Bob Lind,Cheryl's Goin' Home,1981
411,1958,Chuck Berry,Sweet Little Sixteen,1981
412,1979,Styx,Babe,1981
413,1960,Ray Charles,Georgia On My Mind,1981
414,1959,Freddie Cannon,Tallahassee Lassie,1981
415,1961,U.S. Bonds,Quarter To Three,1981
416,1960,The Demensions,Over The Rainbow,1981
417,1978,Donna Summer,Last Dance,1981
418,1965,The Byrds,Mr. Tambourine Man,1981
419,1969,B. J. Thomas,Raindrops Keep Fallin' On My Head,1981
420,1957,The Coasters,Searchin',1981
421,1966,The Left Banke,Walk Away Renee,1981
422,1969,Brooklyn Bridge,Your Husband - My Wife,1981
423,1964,The Dixie Cups,Chapel Of Love,1981
424,1978,Frankie Valli,GreaseGary Brown,1981
425,1958,The Dubs,Be Sure (My Love),1981
426,1963,The Earls,Eyes,1981
427,1964,Martha And The Vandellas,Dancing In The Street,1981
428,1961,Don And Juan,What's Your Name,1981
429,1968,Simon And Garfunkel,Mrs. Robinson,1981
430,1966,? (Question Mark) And The Mysterians,96 Tears,1981
431,1959,The Clovers,Love Potion No. 9,1981
432,1959,The Fleetwoods,Mr. Blue,1981
433,1960,Ray Peterson,Tell Laura I Love Her,1981
434,1967,Aretha Franklin,Respect,1981
435,1965,Mel Carter,"Hold Me, Thrill Me, Kiss Me",1981
436,1963,The Crystals,Then He Kissed Me,1981
437,1967,The Association,Windy,1981
438,1970,Smokey Robinson And The Miracles,The Tears Of A Clown,1981
439,1967,The Monkees,Daydream Believer,1981
440,1967,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1981
441,1965,Sonny And Cher,I Got You Babe,1981
442,1963,Four Seasons,Candy Girl,1981
443,1973,Elton John,Goodbye Yellow Brick Road,1981
444,1957,Connie Francis,Who's Sorry Now,1981
445,1969,Classics IV Featuring Dennis Yost,Traces,1981
446,1963,The Surfaris,Wipe Out,1981
447,1978,Village People,Y.M.C.A.,1981
448,1967,The Cowsills,"The Rain, The Park And Other Things",1981
449,1958,Cozy Cole,Topsy I,1981
450,1981,Barbra Streisand And Barry Gibb,What Kind Of FoolBarbra Streisand,1981
401,1956,"Elvis PresleyELVIS, Volume 1A",Love MeB1,1981
402,1963,The Beach Boys,Little Deuce Coupe,1981
403,1957,Frankie Lymon,Creation Of Love,1981
404,1967,Procol Harum,Lime Street Blues,1981
405,1961,Curtis Lee,Gee How I Wish You Were Here,1981
406,1964,The Beatles,Thank You Girl,1981
407,1966,Frank Sinatra,"Oh, You Crazy Moon",1981
408,1976,Elvis Presley,Hurt,1981
409,1975,Frankie Valli,Why,1981
410,1965,Bob Lind,Elusive Butterfly,1981
411,1958,Chuck Berry,Reelin And Rocking,1981
412,1979,Styx,I'm O.K.,1981
413,1960,Ray Charles,Carry Me Back To Old Virginny,1981
414,1959,Freddie Cannon,You Know,1981
415,1961,U.S. Bonds,Time Ole Story,1981
416,1960,The Demensions,Nursery Rhime Rock,1981
417,1978,Donna Summer,With Your Love,1981
418,1965,The Byrds,I Knew I'd Want You,1981
419,1969,B. J. Thomas,Never Had It So Good,1981
420,1957,The Coasters,Young Blood,1981
421,1966,The Left Banke,I Haven't Got The Nerve,1981
422,1969,Brooklyn Bridge,Upside Down (Inside Out),1981
423,1964,The Dixie Cups,Ain't That Nice,1981
424,1978,Frankie Valli,Grease (Instrumental),1981
425,1958,The Dubs,Song In My Heart,1981
426,1963,The Earls,Look My Way,1981
427,1964,Martha And The Vandellas,There He Is (At My Door),1981
428,1961,Don And Juan,Chicken Necks,1981
429,1968,Simon And Garfunkel,Old Friends / Bookends,1981
430,1966,? (Question Mark) And The Mysterians,Midnight Hour,1981
431,1959,The Clovers,Stay Awhile,1981
432,1959,The Fleetwoods,You Mean Everything To Me,1981
433,1960,Ray Peterson,Wedding Day,1981
434,1967,Aretha Franklin,Dr. Feelgood,1981
435,1965,Mel Carter,A Sweet Little Girl,1981
436,1963,The Crystals,Brother Julius,1981
437,1967,The Association,Sometime,1981
438,1970,Smokey Robinson And The Miracles,Promise Me,1981
439,1967,The Monkees,Goin' Down,1981
440,1967,Jackie Wilson,I'm The One To Do It,1981
441,1965,Sonny And Cher,It's Gonna Rain,1981
442,1963,Four Seasons,Marlena,1981
443,1973,Elton John,Young Man's Blues,1981
444,1957,Connie Francis,You Were Only Fooling (While I Was Falling In Love),1981
445,1969,Classics IV Featuring Dennis Yost,"Mary, Mary Row Your Boat",1981
446,1963,The Surfaris,Surfer Joe,1981
447,1978,Village People,The Women,1981
448,1967,The Cowsills,River Blue,1981
449,1958,Cozy Cole,Topsy II,1981
450,1981,Barbra Streisand And Barry Gibb,The Love Inside,1981
451,1964,The Kinks,You Really Got Me,1981
452,1967,The Supremes,The Happening,1981
453,1969,Hollies,"He Ain't Heavy, He's My Brother",1981
454,1980,Bette Midler,The Rose,1981
455,1966,Percy Sledge,When A Man Loves A Woman,1981
456,1965,Sam The Sham And The Pharaohs,Wooly Bully,1981
457,1969,The 5th Dimension,Medle,1981
458,1959,Connie Stevens,Sixteen Reasons,1981
459,1956,The Jive Bombers,Bad Boy,1981
460,1976,ABBA,Dancing Queen,1981
461,1971,Nilsson,Without You,1981
462,1967,The 4 Seasons,C'mon Marianne,1981
463,1957,The Velvetones,I Love Her So,1981
464,1965,The Righteous Brothers,Ebb Tide,1981
465,1965,The Lovin' Spoonful,Do You Believe In Magic,1981
466,1979,Billy Joel,Honesty,1981
467,1979,Peaches And Herb,I Pledge My Love,1981
468,1955,The Heartbeats [Doo Wop],Crazy For You,1981
469,1977,Bee Gees,How Deep Is Your Love,1981
470,1970,R. Dean Taylor,Indiana Wants Me,1981
471,1981,Commodores,Lady (You Bring Me Up),1981
472,1972,Neil Diamond,Play Me,1981
473,1969,Zager And Evans,In The Year 2525 (Exordium & Terminus),1981
474,1956,The Five Keys,Wisdom Of A Fool,1981
475,1966,The Beatles,Nowhere Man,1981
476,1961,Bobby Vee,Take Good Care Of My Baby,1981
477,1964,The Supremes,Where Did Our Love Go,1981
478,1962,Ruby And The Romantics,Our Day Will Come,1981
479,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,1981
480,1966,The Rolling Stones,"Paint It, Black",1981
481,1969,"Peter, Paul And Mary",Leaving On A Jet Plane,1981
482,1966,The Beach Boys,Wouldn't It Be Nice,1981
483,1964,Terry Stafford,Suspicion,1981
484,1959,The Shirelles,Dedicated To The One I Love,1981
485,1960,Steve Lawrence,Portrait Of My Love,1981
486,1964,The Reflections [Detroit],(Just Like) Romeo And Juliet,1981
487,1961,Joey Dee And The Starliters,Peppermint Twist - Part I,1981
488,1968,Simon And Garfunkel,Scarborough Fair (/Canticle),1981
489,1960,Bobby Rydell,Wild One,1981
490,1956,The Teenagers Featuring Frankie Lymon,I Want You To Be My Girl,1981
491,1974,Harry Chapin,Cat's In The Cradle,1981
492,1969,Elvis Presley,Don't Cry Daddy,1981
493,1980,Blondie,Call MeGiorgio Moroder,1981
494,1959,Santo And Johnny,Sleep Walk,1981
495,1976,Diana Ross,Love Hangover,1981
496,1962,Marcie Blane,Bobby's Girl,1981
497,1961,Neil Sedaka,"Happy Birthday, Sweet Sixteen",1981
498,1964,Gerry And The Pacemakers,Don't Let The Sun Catch You Crying,1981
499,1966,The 4 Seasons,Working My Way Back To You,1981
500,1964,The Supremes,Come See About Me,1981
451,1964,The Kinks,It's All Right,1981
452,1967,The Supremes,All I Know About You,1981
453,1969,Hollies,Cos You Like To Love Me,1981
454,1980,Bette Midler,Stay With Me,1981
455,1966,Percy Sledge,Love Me Like You Mean It,1981
456,1965,Sam The Sham And The Pharaohs,Ain't Gonna Move,1981
457,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1981
458,1959,Connie Stevens,Little Sister,1981
459,1956,The Jive Bombers,When Your Hair Has Turned To Silver,1981
460,1976,ABBA,That's Me,1981
461,1971,Nilsson,Gotta Get Up,1981
462,1967,The 4 Seasons,Let's Ride Again,1981
463,1957,The Velvetones,Glory Of Love,1981
464,1965,The Righteous Brothers,(I Love You) For Sentimental Reasons,1981
465,1965,The Lovin' Spoonful,On The Road Again,1981
466,1979,Billy Joel,The Mexican Connection,1981
467,1979,Peaches And Herb,(I Want Us) Back Together,1981
468,1955,The Heartbeats [Doo Wop],Rockin-N-Rollin-N-Rhythm-N-Blues-N,1981
469,1977,Bee Gees,Can't Keep A Good Man Down,1981
470,1970,R. Dean Taylor,Love's Your Name,1981
471,1981,Commodores,Gettin' It,1981
472,1972,Neil Diamond,Porcupine Pie,1981
473,1969,Zager And Evans,Little Kids,1981
474,1956,The Five Keys,Now Don't That Prove I Love You,1981
475,1966,The Beatles,What Goes On,1981
476,1961,Bobby Vee,Bashful Bob,1981
477,1964,The Supremes,He Means The World To Me,1981
478,1962,Ruby And The Romantics,Moonlight And Music,1981
479,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Mash Party,1981
480,1966,The Rolling Stones,Stupid Girl,1981
481,1969,"Peter, Paul And Mary",The House Song,1981
482,1966,The Beach Boys,God Only Knows,1981
483,1964,Terry Stafford,Judy,1981
484,1959,The Shirelles,Look A Here Baby,1981
485,1960,Steve Lawrence,Oh How You Lied,1981
486,1964,The Reflections [Detroit],Can't You Tell By The Look In My Eyes,1981
487,1961,Joey Dee And The Starliters,Peppermint Twist - Part II,1981
488,1968,Simon And Garfunkel,April Come She Will,1981
489,1960,Bobby Rydell,Little Bitty Girl,1981
490,1956,The Teenagers Featuring Frankie Lymon,I'm Not A Know It All,1981
491,1974,Harry Chapin,Vacancy,1981
492,1969,Elvis Presley,Rubberneckin',1981
493,1980,Blondie,Call Me (Instrumental),1981
494,1959,Santo And Johnny,All Night Diner,1981
495,1976,Diana Ross,Kiss Me Now,1981
496,1962,Marcie Blane,A Time To Dream,1981
497,1961,Neil Sedaka,Don't Lead Me On,1981
498,1964,Gerry And The Pacemakers,Away From You,1981
499,1966,The 4 Seasons,Too Many Memories,1981
500,1964,The Supremes,Always In My Heart,1981
