Rank,Year,Artist,Song1,Chart_Year
252,1963,The Earls,I Keep A Tellin' You,1985
253,1956,The Schoolboys [DooWop],Please Say You Want Me,1985
254,1963,Lesley Gore,Danny,1985
255,1957,Elvis Presley With The Jordanaires,(Let Me Be Your) Teddy Bear,1985
256,1964,Mary Wells,Oh Little Boy (What Did You Do To Me),1985
257,1957,Lee Andrews And The Hearts,The Girl Around The Corner,1985
258,1972,Don McLean,Castles In The Air,1985
259,1959,The Isley Brothers,Shout - Part 2,1985
260,1964,J. Frank Wilson And The Cavaliers,That's How Much I Love You,1985
261,1959,The Passions,Oh Melancholy Me,1985
262,1961,"The Chimes [60s, Brooklyn]",I'm In The Mood For Love,1985
263,1960,Bobby Rydell,I'd Do It Again,1985
264,1969,Brooklyn Bridge,Upside Down (Inside Out),1985
265,1974,Carl Carlton,I Wanna Be Your Main Squeeze,1985
266,1964,The Beatles,If I Fell,1985
267,1956,The Clovers,"Hey, Doll Baby",1985
268,1963,Lenny Welch,Are You Sincere,1985
269,1969,Elvis Presley,Any Day Now,1985
270,1967,Procol Harum,Lime Street Blues,1985
271,1970,Diana Ross,Can't It Wait Until Tomorrow,1985
272,1966,The Supremes,Put Yourself In My Place,1985
273,1962,The Duprees,Ginny,1985
274,1958,Danny And The Juniors,School Boy Romance,1985
275,1960,The Everly Brothers,Always It's You,1985
276,1978,The BeatlesA,With A Little Help From My FriendsB1,1985
277,1972,Elvis Presley,Separate Ways,1985
278,1957,The Dubs,Darling,1985
279,1968,Otis Redding,Sweet Lorene,1985
280,1981,John Lennon,Beautiful Boys,1985
281,1962,The 4 Seasons,Connie-O,1985
282,1969,The Jackson 5,Who's Lovin' You,1985
283,1960,Ray Peterson,Wedding Day,1985
284,1962,Brian Hyland,Summer Job,1985
285,1967,Jefferson Airplane,She Has Funny Cars,1985
286,1966,Frank Sinatra,"Oh, You Crazy Moon",1985
287,1954,The Chords [New York],Little Maiden,1985
288,1955,The Nutmegs,Make Me Lose My Mind,1985
289,1984,Peabo Bryson,There's No Getting Over You (La Theme De Sharon),1985
290,1958,Jack Scott,Leroy,1985
291,1959,Mark Dinning,Bye Now Baby,1985
292,1953,The Harp-Tones,I'll Never Tell,1985
293,1973,Jim Croce,Hard Time Losin' Man,1985
294,1959,Paul Anka,Don't Ever Leave Me,1985
295,1956,The Heartbeats [Doo Wop],Oh Baby Don't,1985
296,1985,Whitney Houston,All At Once,1985
297,1965,Bob Dylan,Gates Of Eden,1985
298,1965,The 4 Seasons,On Broadway Tonight,1985
299,1967,Strawberry Alarm Clock,The Birdman Of Alkatrash,1985
300,1969,Zager And Evans,Little Kids,1985
301,1959,The Everly Brothers,Let It Be Me,1985
302,1958,Little Anthony And The Imperials,Tears On My Pillow,1985
303,1963,Dusty Springfield,I Only Want To Be With You,1985
304,1964,The Animals,The House Of The Rising Sun,1985
305,1969,The Rolling Stones,Honky Tonk Women,1985
306,1958,The Monotones,Book Of Love,1985
307,1972,Elton John,Crocodile Rock,1985
308,1965,The Beach Boys,Barbara Ann,1985
309,1984,Wham! Featuring George Michael,Careless Whisper,1985
310,1958,The Fascinators,Chapel Bells,1985
311,1960,Neil Sedaka,Calendar Girl,1985
312,1960,Jimmy Charles And The Revelletts,A Million To One,1985
313,1957,Jerry Lee Lewis,Whole Lot Of Shakin' Going On,1985
314,1962,Neil Sedaka,Breaking Up Is Hard To Do,1985
315,1967,Van Morrison,Brown Eyed Girl,1985
316,1978,Barry Manilow,Can't Smile Without You,1985
317,1969,The Brooklyn Bridge,Blessed Is The Rain,1985
318,1967,Four Tops,Bernadette,1985
319,1956,The 3 Friends,Blanche,1985
320,1961,Tony Orlando,Bless You,1985
321,1985,Madonna,Crazy For YouBerlin,1985
322,1960,The Paradons,Diamonds And Pearls,1985
323,1968,Tommy Roe,Dizzy,1985
324,1984,Lionel Richie,Hello,1985
325,1968,The Turtles,Elenore,1985
326,1962,Paul And Paula,Hey Paula,1985
327,1971,Bread,If,1985
328,1963,The Kingsmen,Louie Louie,1985
329,1974,Barry Manilow,Mandy,1985
330,1963,Jay And The Americans,Only In America,1985
331,1968,Tommy James And The Shondells,Mony Mony,1985
332,1957,The Crickets,"Oh, Boy!",1985
333,1966,The Beatles,Paperback Writer,1985
334,1958,Bobby Day,Rock-In Robin,1985
335,1963,Jan And Dean,Surf City,1985
336,1969,Neil Diamond,Sweet Caroline (Good Times Never Seemed So Good),1985
337,1956,Clyde McPhatter,Treasure Of Love,1985
338,1962,Jive Five With Eugene Pitt,What Time Is It?,1985
339,1984,Lionel Richie,Stuck On You,1985
340,1971,Carole King,It's Too Late,1985
341,1970,Elton John,Your Song,1985
342,1961,The Dreamlovers,When We Get Married,1985
343,1963,The Beach Boys,Surfer Girl,1985
344,1960,Maurice Williams And The Zodiacs,Stay,1985
345,1964,The Devotions,Rip Van Winkle,1985
346,1961,The Corsairs,Smoky Places,1985
347,1966,The Critters,Mr. Dieingly Sad,1985
348,1964,Barbra Streisand,I Am Woman,1985
349,1960,The Skyliners,Pennies From Heaven,1985
350,1976,Elvis Presley,Moody Blue,1985
301,1959,The Everly Brothers,Since You Broke My Heart,1985
302,1958,Little Anthony And The Imperials,Two People In The World,1985
303,1963,Dusty Springfield,Once Upon A Time,1985
304,1964,The Animals,Talkin' 'Bout You,1985
305,1969,The Rolling Stones,You Can't Always Get What You Want,1985
306,1958,The Monotones,You Never Loved Me,1985
307,1972,Elton John,Elderberry Wine,1985
308,1965,The Beach Boys,Girl Don't Tell Me,1985
309,1984,Wham! Featuring George Michael,Careless Whisper (Instrumental),1985
310,1958,The Fascinators,I Wonder Who,1985
311,1960,Neil Sedaka,The Same Old Fool,1985
312,1960,Jimmy Charles And The Revelletts,Hop Scotch Hop,1985
313,1957,Jerry Lee Lewis,It'll Be Me,1985
314,1962,Neil Sedaka,As Long As I Live,1985
315,1967,Van Morrison,Goodbye Baby (Baby Goodbye),1985
316,1978,Barry Manilow,Sunrise,1985
317,1969,The Brooklyn Bridge,Welcome Me Love,1985
318,1967,Four Tops,I Got A Feeling,1985
319,1956,The 3 Friends,Baby I'll Cry,1985
320,1961,Tony Orlando,Am I The Guy,1985
321,1985,Madonna,No More Words,1985
322,1960,The Paradons,I Want Love,1985
323,1968,Tommy Roe,The You I Need,1985
324,1984,Lionel Richie,You Mean More To Me,1985
325,1968,The Turtles,Surfer Dan,1985
326,1962,Paul And Paula,Bobby Is The One,1985
327,1971,Bread,Take Comfort,1985
328,1963,The Kingsmen,Haunted Castle,1985
329,1974,Barry Manilow,Something's Comin' Up,1985
330,1963,Jay And The Americans,My Clair De Lune,1985
331,1968,Tommy James And The Shondells,One Two Three And I Fell,1985
332,1957,The Crickets,Not Fade Away,1985
333,1966,The Beatles,Rain,1985
334,1958,Bobby Day,Over And Over,1985
335,1963,Jan And Dean,She's My Summer Girl,1985
336,1969,Neil Diamond,Dig In,1985
337,1956,Clyde McPhatter,When You're Sincere,1985
338,1962,Jive Five With Eugene Pitt,Beggin' You Please,1985
339,1984,Lionel Richie,Round And Round,1985
340,1971,Carole King,I Feel The Earth Move,1985
341,1970,Elton John,Take Me To The Pilot,1985
342,1961,The Dreamlovers,Just Because,1985
343,1963,The Beach Boys,Little Deuce Coupe,1985
344,1960,Maurice Williams And The Zodiacs,Do You Believe,1985
345,1964,The Devotions,(I Love You) For Sentimental Reasons,1985
346,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1985
347,1966,The Critters,It Just Won't Be That Way,1985
348,1964,Barbra Streisand,People,1985
349,1960,The Skyliners,I'll Be Seeing You,1985
350,1976,Elvis Presley,She Thinks I Still Care,1985
351,1962,Freddy Cannon,Palisades Park,1985
352,1965,The Righteous Brothers,Ebb Tide,1985
353,1962,The Contours,Do You Love Me,1985
354,1965,The Lovin' Spoonful,Do You Believe In Magic,1985
355,1965,Unit Four Plus Two,Concrete And Clay,1985
356,1982,Michael Jackson,Billie Jean,1985
357,1964,Jay And The Americans,Come A Little Bit Closer,1985
358,1964,The Beatles,And I Love Her,1985
359,1956,Frankie Lymon And The Teenagers,The A.B.C's Of Love,1985
360,1957,The Tune Weavers,"Happy, Happy Birthday BabyPaul Gayten",1985
361,1953,The Flamingos,Golden Teardrops,1985
362,1966,The Happenings,Go Away Little Girl,1985
363,1982,Laura Branigan,Gloria,1985
364,1960,Ray Charles,Georgia On My Mind,1985
365,1965,Barry McGuire,Eve Of Destruction,1985
366,1965,Bobby Fuller Four,I Fought The Law,1985
367,1968,Bobby Goldsboro,Honey,1985
368,1969,The Edwin Hawkins Singers,Oh Happy Day,1985
369,1959,Neil Sedaka,Oh! Carol,1985
370,1957,Frankie Lymon,Goody Goody,1985
371,1965,The Jive Five (Featuring Eugene Pitt),I'm A Happy Man,1985
372,1965,Bob Dylan,Positively 4th Street,1985
373,1963,The Classics [Brooklyn],Till Then,1985
374,1967,The Tremeloes,Silence Is Golden,1985
375,1983,Billy Joel,Uptown Girl,1985
376,1961,The Velvets Featuring Virgil Johnson,Tonight (Could Be The Night),1985
377,1962,Jay And The Americans,Dawning,1985
378,1957,Robert And Johnny,We Belong Together,1985
379,1966,The Casinos,Then You Can Tell Me Goodbye,1985
380,1965,Sam The Sham And The Pharaohs,Wooly Bully,1985
381,1982,Lionel Richie,Truly,1985
382,1974,Frankie Valli,My Eyes Adored You,1985
383,1958,Chuck Berry,Sweet Little Sixteen,1985
384,1955,The Cadillacs,Speedoo,1985
385,1964,Elvis Presley With The Jordanaires,Such A Night,1985
386,1977,Van Morrison,Moondance,1985
387,1956,The Dells,Oh What A Nite,1985
388,1984,Foreigner,I Want To Know What Love Is,1985
389,1962,Shelley Fabares,Johnny Angel,1985
390,1975,Barry Manilow,I Write The Songs,1985
391,1962,The Five Discs,Never Let You Go,1985
392,1972,Roberta Flack,The First Time Ever I Saw Your Face,1985
393,1958,The Students,I'm So Young,1985
394,1957,Buddy Holly,Peggy Sue,1985
395,1963,Martha And The Vandellas,Heat Wave,1985
396,1964,The Beach Boys,I Get Around,1985
397,1967,The Young Rascals,Groovin',1985
398,1959,The Knockouts,Darling Lorraine,1985
399,1957,The Paragons [Doo-Wop],Florence,1985
400,1956,Carl Perkins,Blue Suede Shoes,1985
351,1962,Freddy Cannon,"June, July, And August",1985
352,1965,The Righteous Brothers,(I Love You) For Sentimental Reasons,1985
353,1962,The Contours,Move Mr. Man,1985
354,1965,The Lovin' Spoonful,On The Road Again,1985
355,1965,Unit Four Plus Two,Wild As The Wind,1985
356,1982,Michael Jackson,Can't Get Outta The Rain,1985
357,1964,Jay And The Americans,Goodbye Boys Goodbye (Ciao Ragazzi Ciao),1985
358,1964,The Beatles,If I Fell,1985
359,1956,Frankie Lymon And The Teenagers,Share,1985
360,1957,The Tune Weavers,Yo Yo Walk,1985
361,1953,The Flamingos,Carried Away,1985
362,1966,The Happenings,Tea Time,1985
363,1982,Laura Branigan,Living A Lie,1985
364,1960,Ray Charles,Carry Me Back To Old Virginny,1985
365,1965,Barry McGuire,What Exactly's The Matter With Me,1985
366,1965,Bobby Fuller Four,Little Annie Lou,1985
367,1968,Bobby Goldsboro,Danny,1985
368,1969,The Edwin Hawkins Singers,"Jesus, Lover Of My Soul",1985
369,1959,Neil Sedaka,One Way Ticket (To The Blues),1985
370,1957,Frankie Lymon,Creation Of Love,1985
371,1965,The Jive Five (Featuring Eugene Pitt),"Kiss, Kiss, Kiss",1985
372,1965,Bob Dylan,From A Buick 6,1985
373,1963,The Classics [Brooklyn],Enie Minie Mo,1985
374,1967,The Tremeloes,Let Your Hair Hang Down,1985
375,1983,Billy Joel,Careless Talk,1985
376,1961,The Velvets Featuring Virgil Johnson,Spring Fever,1985
377,1962,Jay And The Americans,She Cried,1985
378,1957,Robert And Johnny,Walking In The Rain,1985
379,1966,The Casinos,I Still Love You,1985
380,1965,Sam The Sham And The Pharaohs,Ain't Gonna Move,1985
381,1982,Lionel Richie,Just Put Some Love In Your Heart,1985
382,1974,Frankie Valli,Watch Where You Walk,1985
383,1958,Chuck Berry,Reelin And Rocking,1985
384,1955,The Cadillacs,Let Me Explain,1985
385,1964,Elvis Presley With The Jordanaires,Never Ending,1985
386,1977,Van Morrison,Cold Wind In August,1985
387,1956,The Dells,Jo-Jo,1985
388,1984,Foreigner,Street Thunder,1985
389,1962,Shelley Fabares,Where's It Gonna Get Me?,1985
390,1975,Barry Manilow,A Nice Boy Like Me,1985
391,1962,The Five Discs,That Was The Time,1985
392,1972,Roberta Flack,Trade Winds,1985
393,1958,The Students,Everyday Of The Week,1985
394,1957,Buddy Holly,Everyday,1985
395,1963,Martha And The Vandellas,A Love Like Yours (Don't Come Knocking Everyday),1985
396,1964,The Beach Boys,Don't Worry Baby,1985
397,1967,The Young Rascals,Sueño,1985
398,1959,The Knockouts,Riot In Room 3C,1985
399,1957,The Paragons [Doo-Wop],Hey Little School Girl,1985
400,1956,Carl Perkins,"Honey, Don't!",1985
401,1956,Gene Vincent And His Blue Caps,Be-Bop-A-Lula,1985
402,1956,Willows,Church Bells May Ring,1985
403,1969,Creedence Clearwater Revival,Bad Moon Rising,1985
404,1972,Gilbert O'Sullivan,Alone Again (Naturally),1985
405,1964,The Beatles,All My Loving,1985
406,1961,The Dovells,Bristol Stomp,1985
407,1956,The Six Teens,A Casual Look,1985
408,1972,Looking Glass,Brandy (You're A Fine Girl),1985
409,1961,The Jive Five,My True Story,1985
410,1968,Diana Ross And The Supremes,Love Child,1985
411,1972,The Hollies,Long Cool Woman (In A Black Dress),1985
412,1971,The Temptations,Just My Imagination (Running Away With Me),1985
413,1970,The Kinks,Lola,1985
414,1959,The Fleetwoods,Mr. Blue,1985
415,1963,Beach Boys,Surfin' U.S.A.,1985
416,1968,The Union Gap Featuring Gary Puckett,Young Girl,1985
417,1969,The Rolling Stones,Honky Tonk Women,1985
418,1964,The Searchers,Needles And Pins,1985
419,1964,The Beatles,I Want To Hold Your Hand,1985
420,1965,Sonny And Cher,I Got You Babe,1985
421,1971,Neil Diamond,I Am... I Said,1985
422,1959,The Mystics [New York],Hushabye,1985
423,1983,Irene Cara,Flashdance... What A FeelingHelen St. John,1985
424,1977,Eagles,Hotel California,1985
425,1976,Barbra Streisand,"Love Theme From ""A Star Is Born"" (Evergreen)",1985
426,1956,The Teen Queens,Eddie My Love,1985
427,1965,The Beach Boys,"Help Me, Rhonda",1985
428,1959,The Viscounts [USA],Harlem Nocturne,1985
429,1963,Dion (Di Muci),Donna The Prima Donna,1985
430,1957,The Silhouettes,Get A Job,1985
431,1975,The Four Seasons,"December, 1963 (Oh, What A Night)",1985
432,1958,Jerry Butler And The Impressions,For Your Precious Love,1985
433,1984,Billy Joel,The Longest Time,1985
434,1968,Tommy James And The Shondells,Crimson And Clover,1985
435,1961,The Regents [New York],Barbara-Ann,1985
436,1965,The Supremes,Back In My Arms Again,1985
437,1982,The Capris [New York],Morse Code Of Love,1985
438,1974,Harry Chapin,Cat's In The Cradle,1985
439,1963,The Crystals,Then He Kissed Me,1985
440,1957,The Everly Brothers,Bye Bye Love,1985
441,1966,The Hollies,Bus Stop,1985
442,1967,The Music Explosion,I See The Light,1985
443,1966,? (Question Mark) And The Mysterians,96 Tears,1985
444,1955,Chuck Berry And His Combo,Maybellene,1985
445,1979,Bob Seger And The Silver Bullet Band,Old Time Rock & RollBob Seger,1985
446,1963,The Drifters,On Broadway,1985
447,1961,Little Caesar And The Romans,Those Oldies But Goodies (Remind Me Of You)The Romans,1985
448,1982,Barry Manilow,Memory,1985
449,1957,Johnnie And Joe,Over The Mountain Across The Sea,1985
450,1957,Fats Domino,I'm Walkin',1985
401,1956,Gene Vincent And His Blue Caps,Woman Love,1985
402,1956,Willows,Baby Tell Me,1985
403,1969,Creedence Clearwater Revival,Lodi,1985
404,1972,Gilbert O'Sullivan,Save It,1985
405,1964,The Beatles,This Boy,1985
406,1961,The Dovells,Letters Of Love,1985
407,1956,The Six Teens,Teen Age Promise,1985
408,1972,Looking Glass,One By One,1985
409,1961,The Jive Five,When I Was Single,1985
410,1968,Diana Ross And The Supremes,Will This Be The Day,1985
411,1972,The Hollies,Look What We've Got,1985
412,1971,The Temptations,You Make Your Own Heaven And Hell Right Here On Earth,1985
413,1970,The Kinks,Mindless Child Of Motherhood,1985
414,1959,The Fleetwoods,You Mean Everything To Me,1985
415,1963,Beach Boys,Shut Down,1985
416,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1985
417,1969,The Rolling Stones,You Can't Always Get What You Want,1985
418,1964,The Searchers,Ain't That Just Like Me,1985
419,1964,The Beatles,I Saw Her Standing There,1985
420,1965,Sonny And Cher,It's Gonna Rain,1985
421,1971,Neil Diamond,Done Too Soon,1985
422,1959,The Mystics [New York],Adam And Eve,1985
423,1983,Irene Cara,"Love Theme From ""Flashdance"" (Instrumental)",1985
424,1977,Eagles,Pretty Maids All In A Row,1985
425,1976,Barbra Streisand,I Believe In Love,1985
426,1956,The Teen Queens,Just Goofed,1985
427,1965,The Beach Boys,"Kiss Me, Baby",1985
428,1959,The Viscounts [USA],Dig,1985
429,1963,Dion (Di Muci),You're Mine,1985
430,1957,The Silhouettes,I Am Lonely,1985
431,1975,The Four Seasons,Slip Away,1985
432,1958,Jerry Butler And The Impressions,Sweet Was The Wine,1985
433,1984,Billy Joel,Christie Lee,1985
434,1968,Tommy James And The Shondells,Some Kind Of Love,1985
435,1961,The Regents [New York],I'm So Lonely,1985
436,1965,The Supremes,Whisper You Love Me Boy,1985
437,1982,The Capris [New York],There's A Moon Out Again,1985
438,1974,Harry Chapin,Vacancy,1985
439,1963,The Crystals,Brother Julius,1985
440,1957,The Everly Brothers,I Wonder If I Care As Much,1985
441,1966,The Hollies,Don't Run And Hide,1985
442,1967,The Music Explosion,Little Bit O' Soul,1985
443,1966,? (Question Mark) And The Mysterians,Midnight Hour,1985
444,1955,Chuck Berry And His Combo,Wee Wee Hours,1985
445,1979,Bob Seger And The Silver Bullet Band,Sunspot Baby,1985
446,1963,The Drifters,Let The Music Play,1985
447,1961,Little Caesar And The Romans,She Don't Wanna Dance (No More),1985
448,1982,Barry Manilow,Heart Of Steel,1985
449,1957,Johnnie And Joe,"My Baby's Gone, On, On",1985
450,1957,Fats Domino,I'm In The Mood For Love,1985
451,1965,The Beatles,Dizzy Miss Lizzy,1985
451,1965,The Beatles,You're Going To Lose That Girl,1985
452,1976,Barry Manilow,Weekend In New England,1985
453,1966,The Buckinghams,Kind Of A Drag,1985
454,1969,Bob Dylan,Lay Lady Lay,1985
455,1968,Petula Clark,Kiss Me Goodbye,1985
456,1962,The Exciters,Tell Him,1985
457,1969,Jay And The Americans,Walkin' In The Rain,1985
458,1957,The Everly Brothers,Wake Up Little Susie,1985
459,1961,Curtis Lee,Pretty Little Angel Eyes,1985
460,1969,The Cuff Links,Tracy,1985
461,1983,Bonnie Tyler,Total Eclipse Of The Heart,1985
462,1967,The Beatles,Penny Lane,1985
463,1967,Petula Clark,This Is My Song,1985
464,1960,Kathy Young With The Innocents,A Thousand Stars,1985
465,1965,The Supremes,Stop! In The Name Of Love,1985
466,1970,Carpenters,We've Only Just Begun,1985
467,1971,Paul Stookey,Wedding Song (There Is Love),1985
468,1956,Frankie Lymon And The Teenagers,The A B C's Of Love,1985
469,1966,The Cyrkle,Red Rubber Ball,1985
470,1960,Ben E. King,Spanish Harlem,1985
471,1958,Frankie Ford,Sea Cruise,1985
472,1956,Sonny James (The Southern Gentleman),Young Love,1985
473,1969,Diana Ross And The Supremes,Someday We'll Be Together,1985
474,1964,Dionne Warwick,Walk On By,1985
475,1971,James Taylor,You've Got A Friend,1985
476,1959,The Fireflies,You Were Mine,1985
477,1984,Tina Turner,What's Love Got To Do With It,1985
478,1966,The Left Banke,Walk Away Renee,1985
479,1958,Cozy Cole,Topsy I,1985
480,1984,Julio Iglesias And Willie Nelson,To All The Girls I've Loved BeforeJulio Iglesias,1985
481,1966,The Outsiders [USA],Time Won't Let Me,1985
482,1984,Michael Jackson,Thriller,1985
483,1985,Billy Ocean,Suddenly,1985
484,1979,Commodores,Still,1985
485,1967,The Tokens,Portrait Of My Love,1985
486,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,1985
487,1966,The Mama's And The Papa's,"Monday, Monday",1985
488,1960,Roy Orbison,Only The Lonely (Know The Way I Feel),1985
489,1966,The Beatles,Michelle,1985
490,1959,Dave 'Baby' Cortez,The Happy Organ,1985
491,1957,Bobby Helms,My Special Angel,1985
492,1957,Crest's,My Juanita,1985
493,1964,Jan And Dean,The Little Old Lady (From Pasadena),1985
494,1967,The Happenings,I Got Rhythm,1985
495,1965,The Moody Blues,Go Now!,1985
496,1970,The Jackson 5,ABC,1985
497,1964,The Beach Boys,I Get Around,1985
498,1965,Gerry And The Pacemakers,Ferry Across The Mersey,1985
499,1958,Ritchie Valens,Donna,1985
500,1966,The Spencer Davis Group,Gimme Some Lovin',1985
452,1976,Barry Manilow,Say The Words,1985
453,1966,The Buckinghams,You Make Me Feel So Good,1985
454,1969,Bob Dylan,Peggy Day,1985
455,1968,Petula Clark,I've Got Love Going For Me,1985
456,1962,The Exciters,Hard Way To Go,1985
457,1969,Jay And The Americans,(I'd Kill) For The Love Of A Lady,1985
458,1957,The Everly Brothers,Maybe Tomorrow,1985
459,1961,Curtis Lee,Gee How I Wish You Were Here,1985
460,1969,The Cuff Links,Where Do You Go?,1985
461,1983,Bonnie Tyler,Straight From The Heart,1985
462,1967,The Beatles,Strawberry Fields Forever,1985
463,1967,Petula Clark,High,1985
464,1960,Kathy Young With The Innocents,Eddie My Darling,1985
465,1965,The Supremes,I'm In Love Again,1985
466,1970,Carpenters,All Of My Life,1985
467,1971,Paul Stookey,Give A Damn,1985
468,1956,Frankie Lymon And The Teenagers,Share,1985
469,1966,The Cyrkle,How Can I Leave Her,1985
470,1960,Ben E. King,First Taste Of Love,1985
471,1958,Frankie Ford,Roberta,1985
472,1956,Sonny James (The Southern Gentleman),You're The Reason I'm In Love,1985
473,1969,Diana Ross And The Supremes,He's My Sunny Boy,1985
474,1964,Dionne Warwick,Any Old Time Of Day,1985
475,1971,James Taylor,You Can Close Your Eyes,1985
476,1959,The Fireflies,Stella Got A Fella,1985
477,1984,Tina Turner,Rock And Roll Widow,1985
478,1966,The Left Banke,I Haven't Got The Nerve,1985
479,1958,Cozy Cole,Topsy II,1985
480,1984,Julio Iglesias And Willie Nelson,I Don't Want To Wake You,1985
481,1966,The Outsiders [USA],Was It Really Real,1985
482,1984,Michael Jackson,Can't Get Outta The Rain,1985
483,1985,Billy Ocean,Lucky Man,1985
484,1979,Commodores,Such A Woman,1985
485,1967,The Tokens,She Comes And Goes,1985
486,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Mash Party,1985
487,1966,The Mama's And The Papa's,Got A Feelin',1985
488,1960,Roy Orbison,Here Comes That Song Again,1985
489,1966,The Beatles,Girl,1985
490,1959,Dave 'Baby' Cortez,Love Me As I Love You,1985
491,1957,Bobby Helms,Standing At The End Of My World,1985
492,1957,Crest's,Sweetest One,1985
493,1964,Jan And Dean,My Mighty G. T. O.,1985
494,1967,The Happenings,You're In A Bad Way,1985
495,1965,The Moody Blues,Lose Your Money,1985
496,1970,The Jackson 5,The Young Folks,1985
497,1964,The Beach Boys,Don't Worry Baby,1985
498,1965,Gerry And The Pacemakers,Pretend,1985
499,1958,Ritchie Valens,La Bamba,1985
500,1966,The Spencer Davis Group,Blues In F,1985
