Rank,Year,Artist,Song1,Chart_Year
276,1957,The Crickets,"Oh, Boy!",1983
276,1957,The Crickets,Not Fade Away,1983
277,1959,Johnny Mathis,Misty,1983
277,1959,Johnny Mathis,The Story Of Our Love,1983
278,1958,Ricky Nelson,Poor Little Fool,1983
278,1958,Ricky Nelson,Don't Leave Me This Way,1983
279,1978,Barry Manilow,Even Now,1983
279,1978,Barry Manilow,I Was A Fool (To Let You Go),1983
280,1964,The Ronettes,Walking In The Rain,1983
280,1964,The Ronettes,How Does It Feel?,1983
281,1962,Mary Wells,Two Lovers,1983
281,1962,Mary Wells,Operator,1983
282,1963,Johnny Cymbal,Mr. Bass Man,1983
282,1963,Johnny Cymbal,Sacred Lovers Vow,1983
283,1964,The Beatles,Twist And Shout,1983
283,1964,The Beatles,There's A Place,1983
284,1969,Hollies,"He Ain't Heavy, He's My Brother",1983
284,1969,Hollies,Cos You Like To Love Me,1983
285,1968,Marvin Gaye,I Heard It Through The Grapevine,1983
285,1968,Marvin Gaye,You're What's Happening (In The World Today),1983
286,1965,The Beach Boys,California Girls,1983
286,1965,The Beach Boys,Let Him Run Wild,1983
287,1965,Mel Carter,"Hold Me, Thrill Me, Kiss Me",1983
287,1965,Mel Carter,A Sweet Little Girl,1983
288,1962,The Cookies,Chains,1983
288,1962,The Cookies,Stranger In My Arms,1983
289,1963,The Dave Clark Five,Glad All Over,1983
289,1963,The Dave Clark Five,I Know You,1983
290,1972,Rick Nelson And The Stone Canyon Band,Garden Party,1983
290,1972,Rick Nelson And The Stone Canyon Band,So Long Mama,1983
291,1959,Fleetwoods,Come Softly To Me,1983
291,1959,Fleetwoods,I Care So Much,1983
292,1957,Elvis Presley,All Shook Up,1983
292,1957,Elvis Presley,That's When Your Heartaches Begin,1983
293,1959,The Mystics [New York],Hushabye,1983
293,1959,The Mystics [New York],Adam And Eve,1983
294,1964,The Shangri-Las,Leader Of The Pack,1983
294,1964,The Shangri-Las,What Is Love,1983
295,1957,The Silhouettes,Get A Job,1983
295,1957,The Silhouettes,I Am Lonely,1983
296,1961,The Belmonts,Tell Me Why,1983
296,1961,The Belmonts,Smoke From Your Cigarette,1983
297,1961,Ricky Nelson,Travelin' Man,1983
297,1961,Ricky Nelson,Hello Mary Lou,1983
298,1956,Clyde McPhatter,Treasure Of Love,1983
298,1956,Clyde McPhatter,When You're Sincere,1983
299,1960,The Everly Brothers,Cathy's Clown,1983
299,1960,The Everly Brothers,Always It's You,1983
300,1959,Mark Dinning,Teen Angel,1983
300,1959,Mark Dinning,Bye Now Baby,1983
301,1965,The 4 Seasons,Let's Hang On!,1983
301,1965,The 4 Seasons,On Broadway Tonight,1983
302,1963,Jan And Dean,Surf City,1983
302,1963,Jan And Dean,She's My Summer Girl,1983
303,1962,Vito And The Salutations,Gloria,1983
303,1962,Vito And The Salutations,Let's Untwist The Twist,1983
304,1962,The Crystals,Uptown,1983
304,1962,The Crystals,What A Nice Way To Turn Seventeen,1983
305,1969,The Archies,"Sugar, Sugar",1983
305,1969,The Archies,Melody Hill,1983
306,1956,Fats Domino,I'm In Love Again,1983
306,1956,Fats Domino,My Blue Heaven,1983
307,1962,Little Eva,The Loco-Motion,1983
307,1962,Little Eva,He Is The Boy,1983
308,1955,The Cadillacs,Speedoo,1983
308,1955,The Cadillacs,Let Me Explain,1983
309,1957,Charlie Gracie,Butterfly,1983
309,1957,Charlie Gracie,Ninety-Nine Ways,1983
310,1957,Sam Cooke,You Send Me,1983
310,1957,Sam Cooke,Summertime,1983
311,1963,Lesley Gore,You Don't Own Me,1983
311,1963,Lesley Gore,"Run Bobby, Run",1983
312,1975,The Four Seasons,"December, 1963 (Oh, What A Night)",1983
312,1975,The Four Seasons,Slip Away,1983
313,1962,The Orlons,The Conservative,1983
313,1962,The Orlons,Don't Hang Up,1983
314,1963,Dusty Springfield,I Only Want To Be With You,1983
314,1963,Dusty Springfield,Once Upon A Time,1983
315,1958,Big Bopper,Chantilly Lace,1983
315,1958,Big Bopper,Purple People Eater Meets Witch Doctor,1983
316,1964,Petula Clark,Downtown,1983
316,1964,Petula Clark,You'd Better Love Me,1983
317,1967,The Young Rascals,How Can I Be Sure,1983
317,1967,The Young Rascals,I'm So Happy Now,1983
318,1955,Moonglows,Most Of All,1983
318,1955,Moonglows,She's Gone,1983
319,1957,Crest's,My Juanita,1983
319,1957,Crest's,Sweetest One,1983
320,1962,Neil Sedaka,Breaking Up Is Hard To Do,1983
320,1962,Neil Sedaka,As Long As I Live,1983
321,1962,Jay And The Americans,Dawning,1983
321,1962,Jay And The Americans,She Cried,1983
322,1968,Simon And Garfunkel,Scarborough Fair (/Canticle),1983
322,1968,Simon And Garfunkel,April Come She Will,1983
323,1966,Four Tops,Reach Out I'll Be There,1983
323,1966,Four Tops,Until You Love Someone,1983
324,1954,The Chords [New York],Sh-boom,1983
324,1954,The Chords [New York],Little Maiden,1983
325,1957,Jerry Lee Lewis,Whole Lot Of Shakin' Going On,1983
325,1957,Jerry Lee Lewis,It'll Be Me,1983
326,1966,? (Question Mark) And The Mysterians,96 Tears,1983
326,1966,? (Question Mark) And The Mysterians,Midnight Hour,1983
327,1972,Looking Glass,Brandy (You're A Fine Girl),1983
327,1972,Looking Glass,One By One,1983
328,1981,John Lennon,WomanYoko Ono,1983
328,1981,John Lennon,Beautiful Boys,1983
329,1961,Tony Orlando,Bless You,1983
329,1961,Tony Orlando,Am I The Guy,1983
330,1955,The Turbans,When You Dance,1983
330,1955,The Turbans,Let Me Show You (Around My Heart),1983
331,1961,The Dreamlovers,When We Get Married,1983
331,1961,The Dreamlovers,Just Because,1983
332,1967,The Young Rascals,Groovin',1983
332,1967,The Young Rascals,Sueño,1983
333,1965,Sam The Sham And The Pharaohs,Wooly Bully,1983
333,1965,Sam The Sham And The Pharaohs,Ain't Gonna Move,1983
334,1965,Sonny And Cher,I Got You Babe,1983
334,1965,Sonny And Cher,It's Gonna Rain,1983
335,1967,The Beatles,Strawberry Fields Forever,1983
335,1967,The Beatles,Penny Lane,1983
336,1960,Ben E. King,Spanish Harlem,1983
336,1960,Ben E. King,First Taste Of Love,1983
337,1960,Neil Sedaka,Calendar Girl,1983
337,1960,Neil Sedaka,The Same Old Fool,1983
338,1957,The Paragons [Doo-Wop],Florence,1983
338,1957,The Paragons [Doo-Wop],Hey Little School Girl,1983
339,1974,John Denver,Annie's Song,1983
339,1974,John Denver,Cool An' Green An' Shady,1983
340,1977,Bee Gees,Stayin' Alive,1983
340,1977,Bee Gees,If I Can't Have You,1983
341,1964,Manfred Mann,Do Wah Diddy Diddy,1983
341,1964,Manfred Mann,What You Gonna Do?,1983
342,1960,Maurice Williams And The Zodiacs,Stay,1983
342,1960,Maurice Williams And The Zodiacs,Do You Believe,1983
343,1961,Ben E. King,Stand By Me,1983
343,1961,Ben E. King,On The Horizon,1983
344,1982,Willie Nelson,Always On My Mind,1983
344,1982,Willie Nelson,The Party's Over,1983
345,1968,The Union Gap Featuring Gary Puckett,Young Girl,1983
345,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1983
346,1969,Brooklyn Bridge,Your Husband - My Wife,1983
346,1969,Brooklyn Bridge,Upside Down (Inside Out),1983
347,1968,Diana Ross And The Supremes,Love Child,1983
347,1968,Diana Ross And The Supremes,Will This Be The Day,1983
348,1962,Mary Wells,The One Who Really Loves You,1983
348,1962,Mary Wells,I'm Gonna Stay,1983
349,1964,J. Frank Wilson And The Cavaliers,Last Kiss,1983
349,1964,J. Frank Wilson And The Cavaliers,That's How Much I Love You,1983
350,1963,The Cookies,Don't Say Nothin' Bad (About My Baby),1983
350,1963,The Cookies,Softly In The Night,1983
351,1964,Elvis Presley With The Jordanaires,Such A Night,1983
351,1964,Elvis Presley With The Jordanaires,Never Ending,1983
352,1962,The Duprees,My Own True Love,1983
352,1962,The Duprees,Ginny,1983
353,1963,Martha And The Vandellas,Heat Wave,1983
353,1963,Martha And The Vandellas,A Love Like Yours (Don't Come Knocking Everyday),1983
354,1964,The Ad Libs,The Boy From New York City,1983
354,1964,The Ad Libs,Kicked Around,1983
355,1964,Martha And The Vandellas,Dancing In The Street,1983
355,1964,Martha And The Vandellas,There He Is (At My Door),1983
356,1974,Harry Chapin,Cat's In The Cradle,1983
356,1974,Harry Chapin,Vacancy,1983
357,1965,The Lovin' Spoonful,Do You Believe In Magic,1983
357,1965,The Lovin' Spoonful,On The Road Again,1983
358,1957,The Everly Brothers,Bye Bye Love,1983
358,1957,The Everly Brothers,I Wonder If I Care As Much,1983
359,1957,The Dubs,Don't Ask Me (To Be Lonely),1983
359,1957,The Dubs,Darling,1983
360,1964,The Dixie Cups,Chapel Of Love,1983
360,1964,The Dixie Cups,Ain't That Nice,1983
361,1957,The Tune Weavers,"Happy, Happy Birthday BabyPaul Gayten",1983
361,1957,The Tune Weavers,Yo Yo Walk,1983
362,1961,The Castells,Sacred,1983
362,1961,The Castells,I Get Dreamy,1983
363,1957,Frankie Lymon,Goody Goody,1983
363,1957,Frankie Lymon,Creation Of Love,1983
364,1981,Kim Carnes,Bette Davis Eyes,1983
364,1981,Kim Carnes,Miss You Tonite,1983
365,1958,Jack Scott,My True Love,1983
365,1958,Jack Scott,Leroy,1983
366,1978,Rod Stewart,Da Ya Think I'm Sexy?,1983
366,1978,Rod Stewart,Scarred And Scared,1983
367,1966,The Righteous Brothers,(You're My) Soul And Inspiration,1983
367,1966,The Righteous Brothers,B Side Blues,1983
368,1982,Michael Jackson,Billie Jean,1983
368,1982,Michael Jackson,Can't Get Outta The Rain,1983
369,1971,Three Dog Night,Joy To The World,1983
369,1971,Three Dog Night,I Can Hear You Calling,1983
370,1957,The Velours,Where There's A Will (There's A Way),1983
370,1957,The Velours,Can I Come Over Tonight,1983
371,1958,Jerry Butler And The Impressions,For Your Precious Love,1983
371,1958,Jerry Butler And The Impressions,Sweet Was The Wine,1983
372,1963,The Essex,Easier Said Than Done,1983
372,1963,The Essex,Are You Going My Way,1983
373,1967,Herman's Hermits,There's A Kind Of Hush,1983
373,1967,Herman's Hermits,No Milk Today,1983
374,1969,Elvis Presley,Don't Cry Daddy,1983
374,1969,Elvis Presley,Rubberneckin',1983
375,1982,Barry Manilow,Memory,1983
375,1982,Barry Manilow,Heart Of Steel,1983
376,1966,The 4 Seasons,Tell It To The Rain,1983
376,1966,The 4 Seasons,Show Girl,1983
377,1964,The Beatles,And I Love Her,1983
377,1964,The Beatles,If I Fell,1983
378,1967,The Music Explosion,I See The Light,1983
378,1967,The Music Explosion,Little Bit O' Soul,1983
379,1975,Barry Manilow,I Write The Songs,1983
379,1975,Barry Manilow,A Nice Boy Like Me,1983
380,1957,Fats Domino,I'm Walkin',1983
380,1957,Fats Domino,I'm In The Mood For Love,1983
381,1957,Debbie Reynolds,Tammy,1983
381,1957,Debbie Reynolds,French Heels,1983
382,1961,Bobby Vee,Take Good Care Of My Baby,1983
382,1961,Bobby Vee,Bashful Bob,1983
383,1959,The Revels [Philadelphia],Midnight Stroll,1983
383,1959,The Revels [Philadelphia],Talking To My Heart,1983
384,1965,Martha And The Vandellas,Nowhere To Run,1983
384,1965,Martha And The Vandellas,Motoring,1983
385,1974,Olivia Newton-John,I Honestly Love You,1983
385,1974,Olivia Newton-John,Home Ain't Home Anymore,1983
386,1966,The Young Rascals,Good Lovin',1983
386,1966,The Young Rascals,Mustang Sally,1983
387,1964,Millie Small,My Boy Lollipop,1983
387,1964,Millie Small,Something's Gotta Be Done,1983
388,1972,Don McLean,Vincent,1983
388,1972,Don McLean,Castles In The Air,1983
389,1962,The Orlons,The Wah-Watusi,1983
389,1962,The Orlons,Holiday Hill,1983
390,1957,The Everly Brothers,Wake Up Little Susie,1983
390,1957,The Everly Brothers,Maybe Tomorrow,1983
391,1964,The Beatles,I Want To Hold Your Hand,1983
391,1964,The Beatles,I Saw Her Standing There,1983
392,1958,"Duane Eddy And His ""Twangy"" Guitar",Rebel-'Rouser,1983
392,1958,"Duane Eddy And His ""Twangy"" Guitar",Stalkin',1983
393,1973,Billy Joel,Piano Man,1983
393,1973,Billy Joel,You're My Home,1983
394,1966,The Supremes,You Keep Me Hangin' On,1983
394,1966,The Supremes,Remove This Doubt,1983
395,1966,The Beatles,Michelle,1983
395,1966,The Beatles,Girl,1983
396,1966,Dusty Springfield,You Don't Have To Say You Love Me,1983
396,1966,Dusty Springfield,Little By Little,1983
397,1956,Little Richard And His Band,Long Tall Sally,1983
397,1956,Little Richard And His Band,Slippin' And Slidin' (Peepin' And Hidin'),1983
398,1965,Bob Dylan,Like A Rolling Stone,1983
398,1965,Bob Dylan,Gates Of Eden,1983
399,1958,Frankie Ford,Sea Cruise,1983
399,1958,Frankie Ford,Roberta,1983
400,1963,The Kingsmen,Louie Louie,1983
400,1963,The Kingsmen,Haunted Castle,1983
401,1967,The Association,Never My Love,1983
401,1967,The Association,Requiem For The Masses,1983
402,1966,The Beatles,Paperback Writer,1983
402,1966,The Beatles,Rain,1983
403,1968,The Grass Roots,Midnight Confessions,1983
403,1968,The Grass Roots,Who Will You Be Tomorrow,1983
404,1971,Janis Joplin,Me And Bobby McGee,1983
404,1971,Janis Joplin,Half Moon,1983
405,1964,Reparata And The Delrons,Whenever A Teenager Cries,1983
405,1964,Reparata And The Delrons,He's My Guy,1983
406,1968,Otis Redding,(Sittin' On) The Dock Of The Bay,1983
406,1968,Otis Redding,Sweet Lorene,1983
407,1972,Gilbert O'Sullivan,Alone Again (Naturally),1983
407,1972,Gilbert O'Sullivan,Save It,1983
408,1969,The 5th Dimension,Medle,1983
408,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1983
409,1959,The Isley Brothers,Shout - Part 1,1983
409,1959,The Isley Brothers,Shout - Part 2,1983
410,1959,Connie Francis,God Bless America,1983
410,1959,Connie Francis,Among My Souvenirs,1983
411,1974,Frankie Valli,My Eyes Adored You,1983
411,1974,Frankie Valli,Watch Where You Walk,1983
412,1966,The Troggs,Wild Thing,1983
412,1966,The Troggs,With A Girl Like You,1983
413,1966,Johnny Rivers,Secret Agent Man,1983
413,1966,Johnny Rivers,You Dig,1983
414,1959,Frankie Avalon,Why,1983
414,1959,Frankie Avalon,Swingin' On A Rainbow,1983
415,1960,The Skyliners,Pennies From Heaven,1983
415,1960,The Skyliners,I'll Be Seeing You,1983
416,1964,The Beatles,She Loves You,1983
416,1964,The Beatles,I'll Get You,1983
417,1983,Michael Jackson,Beat It,1983
417,1983,Michael Jackson,Get On The Floor,1983
418,1960,Ray Peterson,"Corinna, Corinna",1983
418,1960,Ray Peterson,Be My Girl,1983
419,1983,Lionel Richie,All Night Long (All Night),1983
419,1983,Lionel Richie,Wandering Stranger,1983
420,1956,Ivory Joe Hunter,Since I Met You Baby,1983
420,1956,Ivory Joe Hunter,You Can't Stop This Rocking And Rolling,1983
421,1962,Dee Dee Sharp,Mashed Potato Time,1983
421,1962,Dee Dee Sharp,Set My Heart At Ease,1983
422,1964,The 4 Seasons,Ronnie,1983
422,1964,The 4 Seasons,Born To Wander,1983
423,1961,The Corsairs,Smoky Places,1983
423,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1983
424,1970,Anne Murray,Snowbird,1983
424,1970,Anne Murray,Just Bidin' My Time,1983
425,1962,Claudine Clark,Disappointed,1983
425,1962,Claudine Clark,Party Lights,1983
426,1960,The Demensions,Over The Rainbow,1983
426,1960,The Demensions,Nursery Rhime Rock,1983
427,1966,Jimmy Ruffin,What Becomes Of The Brokenhearted,1983
427,1966,Jimmy Ruffin,Baby I've Got It,1983
428,1958,Danny And The Juniors,Rock And Roll Is Here To Stay,1983
428,1958,Danny And The Juniors,School Boy Romance,1983
429,1965,The Marvelettes,Don't Mess With Bill,1983
429,1965,The Marvelettes,Anything You Wanna Do,1983
430,1965,Jay And The Americans,Some Enchanted Evening,1983
430,1965,Jay And The Americans,Girl,1983
431,1967,Jefferson Airplane,Somebody To Love,1983
431,1967,Jefferson Airplane,She Has Funny Cars,1983
432,1959,Marty Robbins,El Paso,1983
432,1959,Marty Robbins,Running Gun,1983
433,1963,Bobby Rydell,Forget Him,1983
433,1963,Bobby Rydell,"Love, Love Go Away",1983
434,1970,George Harrison,My Sweet Lord,1983
434,1970,George Harrison,Isn't It A Pity,1983
435,1965,The Supremes,Stop! In The Name Of Love,1983
435,1965,The Supremes,I'm In Love Again,1983
436,1965,Petula Clark,My Love,1983
436,1965,Petula Clark,Where Am I Going,1983
437,1961,The Shirelles,Mama Said,1983
437,1961,The Shirelles,Blue Holiday,1983
438,1960,Bobby Rydell,Volare,1983
438,1960,Bobby Rydell,I'd Do It Again,1983
439,1966,The Critters,Mr. Dieingly Sad,1983
439,1966,The Critters,It Just Won't Be That Way,1983
440,1968,Tommy James And The Shondells,Crimson And Clover,1983
440,1968,Tommy James And The Shondells,Some Kind Of Love,1983
441,1972,The Hollies,Long Cool Woman (In A Black Dress),1983
441,1972,The Hollies,Look What We've Got,1983
442,1964,Jan And Dean,The Little Old Lady (From Pasadena),1983
442,1964,Jan And Dean,My Mighty G. T. O.,1983
443,1961,Curtis Lee,Pretty Little Angel Eyes,1983
443,1961,Curtis Lee,Gee How I Wish You Were Here,1983
444,1966,The Easybeats,Friday On My Mind,1983
444,1966,The Easybeats,Made My Bed,1983
445,1965,The Righteous Brothers,Hung On You,1983
445,1965,The Righteous Brothers,Unchained Melody,1983
446,1956,The Teen Queens,Eddie My Love,1983
446,1956,The Teen Queens,Just Goofed,1983
447,1971,Rod Stewart,Reason To Believe,1983
447,1971,Rod Stewart,Maggie May,1983
448,1958,Little Anthony And The Imperials,Tears On My Pillow,1983
448,1958,Little Anthony And The Imperials,Two People In The World,1983
449,1966,Frank Sinatra,Strangers In The Night,1983
449,1966,Frank Sinatra,"Oh, You Crazy Moon",1983
450,1967,Tommy James And The Shondells,I Think We're Alone Now,1983
450,1967,Tommy James And The Shondells,"Gone, Gone, Gone.",1983
451,1965,The Beach Boys,"Help Me, Rhonda",1983
451,1965,The Beach Boys,"Kiss Me, Baby",1983
452,1965,Bob Lind,Cheryl's Goin' Home,1983
452,1965,Bob Lind,Elusive Butterfly,1983
453,1975,Dorothy Moore,Misty Blue,1983
453,1975,Dorothy Moore,Here It Is,1983
454,1963,The Beach Boys,Surfer Girl,1983
454,1963,The Beach Boys,Little Deuce Coupe,1983
455,1966,The Mama's And The Papa's,"Monday, Monday",1983
455,1966,The Mama's And The Papa's,Got A Feelin',1983
456,1964,The Beatles,Please Please Me,1983
456,1964,The Beatles,From Me To You,1983
457,1963,Beach Boys,Surfin' U.S.A.,1983
457,1963,Beach Boys,Shut Down,1983
458,1966,James And Bobby Purify,I'm Your Puppet,1983
458,1966,James And Bobby Purify,So Many Reasons,1983
459,1959,Elvis Presley With The Jordanaires,(Now And Then There's) A Fool Such As I,1983
459,1959,Elvis Presley With The Jordanaires,I Need Your Love Tonight,1983
460,1966,The Chiffons,Sweet Talkin' Guy,1983
460,1966,The Chiffons,Did You Ever Go Steady,1983
461,1961,Gene Pitney,Town Without Pity,1983
461,1961,Gene Pitney,Air Mail Special Delivery,1983
462,1983,Bonnie Tyler,Total Eclipse Of The Heart,1983
462,1983,Bonnie Tyler,Straight From The Heart,1983
463,1963,Lesley Gore,Judy's Turn To Cry,1983
463,1963,Lesley Gore,Just Let Me Cry,1983
464,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,1983
464,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Mash Party,1983
465,1960,Jimmy Charles And The Revelletts,A Million To One,1983
465,1960,Jimmy Charles And The Revelletts,Hop Scotch Hop,1983
466,1961,The Velvets Featuring Virgil Johnson,Tonight (Could Be The Night),1983
466,1961,The Velvets Featuring Virgil Johnson,Spring Fever,1983
467,1960,The Paradons,Diamonds And Pearls,1983
467,1960,The Paradons,I Want Love,1983
468,1977,Bee Gees,How Deep Is Your Love,1983
468,1977,Bee Gees,Can't Keep A Good Man Down,1983
469,1970,The Beatles,Oh Darling,1983
469,1970,The Beatles,Here Comes The Sun,1983
470,1959,The Fleetwoods,Mr. Blue,1983
470,1959,The Fleetwoods,You Mean Everything To Me,1983
471,1981,Neil Diamond,America,1983
471,1981,Neil Diamond,Songs Of Life,1983
472,1970,James Taylor,Fire And Rain,1983
472,1970,James Taylor,Anywhere Like Heaven,1983
473,1973,Jim Croce,Time In A Bottle,1983
473,1973,Jim Croce,Hard Time Losin' Man,1983
474,1976,Engelbert Humperdinck,After The Lovin',1983
474,1976,Engelbert Humperdinck,Let's Remember The Good Times,1983
475,1965,Bobby Fuller Four,I Fought The Law,1983
475,1965,Bobby Fuller Four,Little Annie Lou,1983
476,1960,Sam Cooke,Chain Gang,1983
476,1960,Sam Cooke,I Fall In Love Every Day,1983
477,1956,Fats Domino,Blue Monday,1983
477,1956,Fats Domino,What's The Reason I'm Not Pleasing You,1983
478,1960,The Drifters,This Magic Moment,1983
478,1960,The Drifters,Baltimore,1983
479,1964,The Beatles,All My Loving,1983
479,1964,The Beatles,This Boy,1983
480,1971,The Rolling Stones,Brown Sugar,1983
480,1971,The Rolling Stones,Bitch,1983
481,1973,Jim Croce,"Bad, Bad Leroy Brown",1983
481,1973,Jim Croce,A Good Time Man Like Me Ain't Got No Business (Singin' The Blues),1983
482,1959,The Crests,The Angels Listened In,1983
482,1959,The Crests,I Thank The Moon,1983
483,1955,The El Dorados,At My Front Door,1983
483,1955,The El Dorados,What's Buggin' You Baby,1983
484,1964,The Beach Boys,I Get Around,1983
484,1964,The Beach Boys,Don't Worry Baby,1983
485,1979,Blondie,Heart Of Glass,1983
485,1979,Blondie,11,1983
486,1962,The Marvelettes,Beechwood 4-5789,1983
486,1962,The Marvelettes,"Someday, Someway",1983
487,1973,Paul Simon,Kodachrome,1983
487,1973,Paul Simon,Tenderness,1983
488,1958,Pony-Tails,Born Too Late,1983
488,1958,Pony-Tails,Come On Joey Dance With Me,1983
489,1967,The Association,Windy,1983
489,1967,The Association,Sometime,1983
490,1962,Ray Charles,I Can't Stop Loving You,1983
490,1962,Ray Charles,Born To Lose,1983
491,1970,The Kinks,Lola,1983
491,1970,The Kinks,Mindless Child Of Motherhood,1983
492,1962,Ronnie And The Hi-Lites,I Wish That We Were Married,1983
492,1962,Ronnie And The Hi-Lites,Twistin' And Kissin',1983
493,1957,Jerry Lee Lewis And His Pumping Piano,Great Balls Of Fire,1983
493,1957,Jerry Lee Lewis And His Pumping Piano,You Win Again,1983
494,1978,Commodores,Three Times A Lady,1983
494,1978,Commodores,Look What You've Done To Me,1983
495,1958,Jimmy Clanton And His Rockets,You Aim To Please,1983
495,1958,Jimmy Clanton And His Rockets,Just A Dream,1983
496,1960,Ray Peterson,Tell Laura I Love Her,1983
496,1960,Ray Peterson,Wedding Day,1983
497,1961,Joey Dee And The Starliters,Peppermint Twist - Part I,1983
497,1961,Joey Dee And The Starliters,Peppermint Twist - Part II,1983
498,1964,Little Anthony And The Imperials,Goin' Out Of My Head,1983
498,1964,Little Anthony And The Imperials,Make It Easy On Yourself,1983
499,1964,The Beach Boys,I Get Around,1983
499,1964,The Beach Boys,Don't Worry Baby,1983
500,1968,Creedence Clearwater Revival,Proud Mary,1983
500,1968,Creedence Clearwater Revival,Born On The Bayou,1983
