Rank,Year,Artist,Song1,Chart_Year
296,1963,Dion Di Muci,Drip Drop,1987
297,1966,The Cyrkle,Red Rubber Ball,1987
298,1969,Jay And The Americans,Walkin' In The Rain,1987
299,1969,Creedence Clearwater Revival,Bad Moon Rising,1987
300,1960,The Crests,Step By Step,1987
251,1963,The Surfaris,Surfer Joe,1987
252,1964,The Supremes,Ask Any Girl,1987
253,1966,? (Question Mark) And The Mysterians,Midnight Hour,1987
254,1973,Billy Joel,You're My Home,1987
255,1957,Jerry Lee Lewis,It'll Be Me,1987
256,1958,The Videos,"Moonglow, You Know",1987
257,1966,The Monkees,(I'm Not Your) Steppin' Stone,1987
258,1968,The Beatles,Revolution,1987
259,1960,The Everly Brothers,Always It's You,1987
260,1959,The Shirelles,Look A Here Baby,1987
261,1960,Fats Domino,Don't Come Knockin',1987
262,1961,The Regents [New York],I'm So Lonely,1987
263,1977,Van Morrison,Cold Wind In August,1987
264,1966,The Beatles,In My Life,1987
265,1962,Jay And The Americans,She Cried,1987
266,1963,Vito And The Salutations,"Hey, Hey, Baby",1987
267,1960,Bobby Rydell,I'd Do It Again,1987
268,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1987
269,1966,Isley Brothers,There's No Love Left,1987
270,1957,The Everly Brothers,Maybe Tomorrow,1987
271,1962,The Five Discs,That Was The Time,1987
272,1967,Procol Harum,Lime Street Blues,1987
273,1960,The Shells,What's In An Angel's Eyes,1987
274,1962,The Contours,Move Mr. Man,1987
275,1963,Jan And Dean,She's My Summer Girl,1987
276,1958,Ricky Nelson,Don't Leave Me This Way,1987
277,1958,The Fascinators,I Wonder Who,1987
278,1957,Jerry Lee Lewis And His Pumping Piano,You Win Again,1987
279,1964,The Beach Boys,Don't Worry Baby,1987
280,1957,Crest's,Sweetest One,1987
281,1966,The Happenings,He Thinks He's A Hero,1987
282,1962,Jive Five With Eugene Pitt,Beggin' You Please,1987
283,1958,The Monotones,You Never Loved Me,1987
284,1957,Johnnie And Joe,"My Baby's Gone, On, On",1987
285,1964,Jay And The Americans,Goodbye Boys Goodbye (Ciao Ragazzi Ciao),1987
286,1964,The Supremes,He Means The World To Me,1987
287,1959,The Fleetwoods,You Mean Everything To Me,1987
288,1984,Bruce Springsteen,Shut Out The Light,1987
289,1964,The Beatles,I'll Get You,1987
290,1964,The Ronettes,How Does It Feel?,1987
291,1966,The 4 Seasons,Beggars' Parade,1987
292,1967,The Beatles,Strawberry Fields Forever,1987
293,1972,Elvis Presley,Separate Ways,1987
294,1955,Moonglows,She's Gone,1987
295,1960,Maurice Williams And The Zodiacs,Do You Believe,1987
296,1963,Dion Di Muci,No One's Waiting For Me,1987
297,1966,The Cyrkle,How Can I Leave Her,1987
298,1969,Jay And The Americans,(I'd Kill) For The Love Of A Lady,1987
299,1969,Creedence Clearwater Revival,Lodi,1987
300,1960,The Crests,Gee (But I'd Give The World),1987
301,1965,Bob Dylan,Like A Rolling Stone,1987
302,1959,The Drifters,There Goes My Baby,1987
303,1966,The Hollies,Bus Stop,1987
304,1966,The Mama's And The Papa's,"Monday, Monday",1987
305,1957,Buddy Holly,Peggy Sue,1987
306,1960,Ben E. King,Spanish Harlem,1987
307,1958,Ritchie Valens,"Come On, Let's Go",1987
308,1958,Jack Scott,My True Love,1987
309,1962,Mr. Acker Bilk,Stranger On The Shore,1987
310,1970,Diana Ross,Ain't No Mountain High Enough,1987
311,1965,Sonny And Cher,I Got You Babe,1987
312,1961,The Velvets Featuring Virgil Johnson,Tonight (Could Be The Night),1987
313,1956,The Clovers,Devil Or Angel,1987
314,1968,Tommy James And The Shondells,Crimson And Clover,1987
315,1963,The Kingsmen,Louie Louie,1987
316,1960,The Demensions,Over The Rainbow,1987
317,1984,John Waite,Missing You,1987
318,1964,Martha And The Vandellas,Dancing In The Street,1987
319,1968,Bobby Goldsboro,Honey,1987
320,1970,The Jackson 5,I'll Be There,1987
321,1967,The Beatles,Strawberry Fields Forever,1987
322,1966,The Beach Boys,Wouldn't It Be Nice,1987
323,1963,Lesley Gore,It's My Party,1987
324,1965,The Righteous Brothers,Ebb Tide,1987
325,1961,Gene Pitney,Town Without Pity,1987
326,1971,Bread,If,1987
327,1980,Kenny Rogers,Lady,1987
328,1959,Fleetwoods,Come Softly To Me,1987
329,1964,The Animals,The House Of The Rising Sun,1987
330,1978,Barry Manilow,Even Now,1987
331,1962,Freddy Cannon,Palisades Park,1987
332,1961,Don And Juan,What's Your Name,1987
333,1971,Neil Diamond,I Am... I Said,1987
334,1963,The Crystals,Da Doo Ron Ron (When He Walked Me Home),1987
335,1966,The Spencer Davis Group,Gimme Some Lovin',1987
336,1956,The Heartbeats [Doo Wop],A Thousand Miles Away,1987
337,1968,Otis Redding,(Sittin' On) The Dock Of The Bay,1987
338,1959,The Impalas,Sorry (I Ran All The Way Home),1987
339,1963,Lesley Gore,You Don't Own Me,1987
340,1962,The Exciters,Tell Him,1987
341,1965,The Beach Boys,Barbara Ann,1987
342,1968,The Union Gap Featuring Gary Puckett,Young Girl,1987
343,1966,The Casinos,Then You Can Tell Me Goodbye,1987
344,1965,Four Tops,I Can't Help Myself,1987
345,1972,Lobo,Don't Expect Me To Be Your Friend,1987
346,1962,Shelley Fabares,Johnny Angel,1987
347,1966,The Beatles,Michelle,1987
348,1972,Roberta Flack,The First Time Ever I Saw Your Face,1987
349,1965,The McCoys,Hang On Sloopy,1987
350,1957,The Crickets,"Oh, Boy!",1987
301,1965,Bob Dylan,Gates Of Eden,1987
302,1959,The Drifters,Oh My Love,1987
303,1966,The Hollies,Don't Run And Hide,1987
304,1966,The Mama's And The Papa's,Got A Feelin',1987
305,1957,Buddy Holly,Everyday,1987
306,1960,Ben E. King,First Taste Of Love,1987
307,1958,Ritchie Valens,Framed,1987
308,1958,Jack Scott,Leroy,1987
309,1962,Mr. Acker Bilk,Cielito Lindo,1987
310,1970,Diana Ross,Can't It Wait Until Tomorrow,1987
311,1965,Sonny And Cher,It's Gonna Rain,1987
312,1961,The Velvets Featuring Virgil Johnson,Spring Fever,1987
313,1956,The Clovers,"Hey, Doll Baby",1987
314,1968,Tommy James And The Shondells,Some Kind Of Love,1987
315,1963,The Kingsmen,Haunted Castle,1987
316,1960,The Demensions,Nursery Rhime Rock,1987
317,1984,John Waite,For Your Love,1987
318,1964,Martha And The Vandellas,There He Is (At My Door),1987
319,1968,Bobby Goldsboro,Danny,1987
320,1970,The Jackson 5,One More Chance,1987
321,1967,The Beatles,Penny Lane,1987
322,1966,The Beach Boys,God Only Knows,1987
323,1963,Lesley Gore,Danny,1987
324,1965,The Righteous Brothers,(I Love You) For Sentimental Reasons,1987
325,1961,Gene Pitney,Air Mail Special Delivery,1987
326,1971,Bread,Take Comfort,1987
327,1980,Kenny Rogers,Sweet Music Man,1987
328,1959,Fleetwoods,I Care So Much,1987
329,1964,The Animals,Talkin' 'Bout You,1987
330,1978,Barry Manilow,I Was A Fool (To Let You Go),1987
331,1962,Freddy Cannon,"June, July, And August",1987
332,1961,Don And Juan,Chicken Necks,1987
333,1971,Neil Diamond,Done Too Soon,1987
334,1963,The Crystals,Git' It,1987
335,1966,The Spencer Davis Group,Blues In F,1987
336,1956,The Heartbeats [Doo Wop],Oh Baby Don't,1987
337,1968,Otis Redding,Sweet Lorene,1987
338,1959,The Impalas,"Fool, Fool, Fool",1987
339,1963,Lesley Gore,"Run Bobby, Run",1987
340,1962,The Exciters,Hard Way To Go,1987
341,1965,The Beach Boys,Girl Don't Tell Me,1987
342,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1987
343,1966,The Casinos,I Still Love You,1987
344,1965,Four Tops,Sad Souvenirs,1987
345,1972,Lobo,A Big Red Kite,1987
346,1962,Shelley Fabares,Where's It Gonna Get Me?,1987
347,1966,The Beatles,Girl,1987
348,1972,Roberta Flack,Trade Winds,1987
349,1965,The McCoys,I Can't Explain It,1987
350,1957,The Crickets,Not Fade Away,1987
351,1957,The Silhouettes,Get A Job,1987
352,1977,Eagles,Hotel California,1987
353,1960,Neil Sedaka,Calendar Girl,1987
354,1959,The Clovers,Love Potion No. 9,1987
355,1967,Van Morrison,Brown Eyed Girl,1987
356,1967,Strawberry Alarm Clock,Incense And Peppermints,1987
357,1985,Barbra Streisand,Somewhere,1987
358,1974,Barry Manilow,Mandy,1987
359,1967,Four Tops,Bernadette,1987
360,1964,Jan And Dean,The Little Old Lady (From Pasadena),1987
361,1963,Bobby Vinton,Blue Velvet,1987
362,1962,Sam Cooke,Twistin' The Night Away,1987
363,1956,Willows,Church Bells May Ring,1987
364,1958,Frankie Ford,Sea Cruise,1987
365,1971,Paul Stookey,Wedding Song (There Is Love),1987
366,1966,The Supremes,You Can't Hurry Love,1987
367,1964,Barbra Streisand,I Am Woman,1987
368,1971,Climax,Precious And Few,1987
369,1958,Cozy Cole,Topsy I,1987
370,1963,The Beach Boys,Surfer Girl,1987
371,1965,The Supremes,Stop! In The Name Of Love,1987
372,1969,The Archies,"Sugar, Sugar",1987
373,1968,The Foundations,Build Me Up Buttercup,1987
374,1956,Sonny James (The Southern Gentleman),Young Love,1987
375,1978,Barry Manilow,Can't Smile Without You,1987
376,1961,Bruce Channel,Hey! Baby,1987
377,1971,Nilsson,Without You,1987
378,1956,The Six Teens,A Casual Look,1987
379,1962,Ray Charles,I Can't Stop Loving You,1987
380,1959,Marty Robbins,El Paso,1987
381,1961,Elvis Presley,Marie's The Name His Latest Flame,1987
382,1964,Dionne Warwick,Walk On By,1987
383,1972,Luther Ingram,(If Loving You Is Wrong) I Don't Want To Be Right,1987
384,1958,Danny And The Juniors,Rock And Roll Is Here To Stay,1987
385,1961,The Everly Brothers,Crying In The Rain,1987
386,1982,Laura Branigan,Gloria,1987
387,1965,Unit Four Plus Two,Concrete And Clay,1987
388,1984,Billy Joel,The Longest Time,1987
389,1972,Gilbert O'Sullivan,Alone Again (Naturally),1987
390,1953,The Flamingos,Golden Teardrops,1987
391,1970,Freda Payne,Band Of Gold,1987
392,1977,Debby Boone,You Light Up My Life,1987
393,1956,"Elvis PresleyELVIS, Volume 1A",Rip It UpA,1987
394,1957,Buddy Knox With The Rhythm Orchids,Party Doll,1987
395,1964,The Beach Boys,"Fun, Fun, Fun",1987
396,1957,Fats DominoFats Domino Sings,The Big Beat,1987
397,1974,Harry Chapin,Cat's In The Cradle,1987
398,1962,Dion,Lovers Who Wander,1987
399,1961,Bobby Lewis,Tossin' And Turnin',1987
400,1965,Bobby Fuller Four,I Fought The Law,1987
351,1957,The Silhouettes,I Am Lonely,1987
352,1977,Eagles,Pretty Maids All In A Row,1987
353,1960,Neil Sedaka,The Same Old Fool,1987
354,1959,The Clovers,Stay Awhile,1987
355,1967,Van Morrison,Goodbye Baby (Baby Goodbye),1987
356,1967,Strawberry Alarm Clock,The Birdman Of Alkatrash,1987
357,1985,Barbra Streisand,Not While I'm Around,1987
358,1974,Barry Manilow,Something's Comin' Up,1987
359,1967,Four Tops,I Got A Feeling,1987
360,1964,Jan And Dean,My Mighty G. T. O.,1987
361,1963,Bobby Vinton,Is There A Place (Where I Can Go),1987
362,1962,Sam Cooke,One More Time,1987
363,1956,Willows,Baby Tell Me,1987
364,1958,Frankie Ford,Roberta,1987
365,1971,Paul Stookey,Give A Damn,1987
366,1966,The Supremes,Put Yourself In My Place,1987
367,1964,Barbra Streisand,People,1987
368,1971,Climax,Park Preserve,1987
369,1958,Cozy Cole,Topsy II,1987
370,1963,The Beach Boys,Little Deuce Coupe,1987
371,1965,The Supremes,I'm In Love Again,1987
372,1969,The Archies,Melody Hill,1987
373,1968,The Foundations,New Direction,1987
374,1956,Sonny James (The Southern Gentleman),You're The Reason I'm In Love,1987
375,1978,Barry Manilow,Sunrise,1987
376,1961,Bruce Channel,Dream Girl,1987
377,1971,Nilsson,Gotta Get Up,1987
378,1956,The Six Teens,Teen Age Promise,1987
379,1962,Ray Charles,Born To Lose,1987
380,1959,Marty Robbins,Running Gun,1987
381,1961,Elvis Presley,Little Sister,1987
382,1964,Dionne Warwick,Any Old Time Of Day,1987
383,1972,Luther Ingram,Puttin' Game Down,1987
384,1958,Danny And The Juniors,School Boy Romance,1987
385,1961,The Everly Brothers,I'm Not Angry,1987
386,1982,Laura Branigan,Living A Lie,1987
387,1965,Unit Four Plus Two,Wild As The Wind,1987
388,1984,Billy Joel,Christie Lee,1987
389,1972,Gilbert O'Sullivan,Save It,1987
390,1953,The Flamingos,Carried Away,1987
391,1970,Freda Payne,The Easiest Way To Fall,1987
392,1977,Debby Boone,Hasta Mañana,1987
393,1956,"Elvis PresleyELVIS, Volume 1A",Love MeB1,1987
394,1957,Buddy Knox With The Rhythm Orchids,My Baby's Gone,1987
395,1964,The Beach Boys,Why Do Fools Fall In Love,1987
396,1957,Fats DominoFats Domino Sings,I Want You To Know,1987
397,1974,Harry Chapin,Vacancy,1987
398,1962,Dion,(I Was) Born To Cry,1987
399,1961,Bobby Lewis,"Oh Yes, I Love You",1987
400,1965,Bobby Fuller Four,Little Annie Lou,1987
401,1969,The Chairmen Of The Board,Give Me Just A Little More Time,1987
402,1965,The Moody Blues,Go Now!,1987
403,1965,The 4 Seasons,Let's Hang On!,1987
404,1958,Chuck Berry,Sweet Little Sixteen,1987
405,1970,Carpenters,We've Only Just Begun,1987
406,1965,The Beatles,You're Going To Lose That Girl,1987
407,1960,Fats Domino,Three Nights A Week,1987
408,1962,Dion,Love Came To Me,1987
409,1962,The Crystals,He's A Rebel,1987
410,1965,Gerry And The Pacemakers,Ferry Across The Mersey,1987
411,1964,The Beatles,Can't Buy Me Love,1987
412,1962,Beach Boys,Surfin' Safari,1987
413,1954,The Five Keys,"Ling, Ting, Tong",1987
414,1962,Dion,Ruby Baby,1987
415,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,1987
416,1966,The Beatles,Yellow Submarine,1987
417,1955,The Nutmegs,Story Untold,1987
418,1967,The Association,Never My Love,1987
419,1956,Gogi Grant,The Wayward Wind,1987
420,1964,The Beatles,I Want To Hold Your Hand,1987
421,1956,Frankie Lymon And The Teenagers,The A.B.C's Of Love,1987
422,1969,The Rolling Stones,Honky Tonk Women,1987
423,1979,Smokey Robinson,Cruisin',1987
424,1965,The Toys,A Lover's Concerto,1987
425,1966,The Monkees,Last Train To Clarksville,1987
426,1962,Little Eva,The Loco-Motion,1987
427,1957,Bobby Helms,My Special Angel,1987
428,1966,Neil Diamond,Solitary Man,1987
429,1971,The Temptations,Just My Imagination (Running Away With Me),1987
430,1962,Ruby And The Romantics,Our Day Will Come,1987
431,1965,The Jive Five (Featuring Eugene Pitt),I'm A Happy Man,1987
432,1961,The Dovells,Bristol Stomp,1987
433,1968,Steppenwolf,Born To Be Wild,1987
434,1961,The Earls,Life Is But A Dream,1987
435,1969,The 5th Dimension,Medle,1987
436,1964,The Beatles,A Hard Day's Night,1987
437,1962,Neil Sedaka,Breaking Up Is Hard To Do,1987
438,1959,Santo And Johnny,Sleep Walk,1987
439,1958,Bobby Darin,Splish Splash,1987
440,1966,Sam And Dave,Hold On! I'm A Comin',1987
441,1964,The Beatles,All My Loving,1987
442,1964,Gerry And The Pacemakers,Don't Let The Sun Catch You Crying,1987
443,1974,Frankie Valli,My Eyes Adored You,1987
444,1958,Fats Domino,Whole Lotta Loving,1987
445,1958,The Students,I'm So Young,1987
446,1959,The Viscounts [USA],Harlem Nocturne,1987
447,1958,The Chordettes,Lollipop,1987
448,1972,Elton John,Crocodile Rock,1987
449,1967,The Platters,With This Ring,1987
450,1961,Bobby Vee,Take Good Care Of My Baby,1987
401,1969,The Chairmen Of The Board,Since The Days Of Pigtails (and Fairy Tales),1987
402,1965,The Moody Blues,Lose Your Money,1987
403,1965,The 4 Seasons,On Broadway Tonight,1987
404,1958,Chuck Berry,Reelin And Rocking,1987
405,1970,Carpenters,All Of My Life,1987
406,1965,The Beatles,Tell Me What You See,1987
407,1960,Fats Domino,Put Your Arms Around Me Honey,1987
408,1962,Dion,Little Girl,1987
409,1962,The Crystals,I Love You Eddie,1987
410,1965,Gerry And The Pacemakers,Pretend,1987
411,1964,The Beatles,You Can't Do That,1987
412,1962,Beach Boys,409,1987
413,1954,The Five Keys,I'm Alone,1987
414,1962,Dion,He'll Only Hurt You,1987
415,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Mash Party,1987
416,1966,The Beatles,Eleanor Rigby,1987
417,1955,The Nutmegs,Make Me Lose My Mind,1987
418,1967,The Association,Requiem For The Masses,1987
419,1956,Gogi Grant,No More Than Forever,1987
420,1964,The Beatles,I Saw Her Standing There,1987
421,1956,Frankie Lymon And The Teenagers,Share,1987
422,1969,The Rolling Stones,You Can't Always Get What You Want,1987
423,1979,Smokey Robinson,Ever Had A Dream,1987
424,1965,The Toys,This Night,1987
425,1966,The Monkees,Take A Giant Step,1987
426,1962,Little Eva,He Is The Boy,1987
427,1957,Bobby Helms,Standing At The End Of My World,1987
428,1966,Neil Diamond,Do It,1987
429,1971,The Temptations,You Make Your Own Heaven And Hell Right Here On Earth,1987
430,1962,Ruby And The Romantics,Moonlight And Music,1987
431,1965,The Jive Five (Featuring Eugene Pitt),"Kiss, Kiss, Kiss",1987
432,1961,The Dovells,Letters Of Love,1987
433,1968,Steppenwolf,Everybody's Next One,1987
434,1961,The Earls,It's You,1987
435,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1987
436,1964,The Beatles,I Should Have Known Better,1987
437,1962,Neil Sedaka,As Long As I Live,1987
438,1959,Santo And Johnny,All Night Diner,1987
439,1958,Bobby Darin,"Judy, Don't Be Moody",1987
440,1966,Sam And Dave,I Got Everything I Need,1987
441,1964,The Beatles,This Boy,1987
442,1964,Gerry And The Pacemakers,Away From You,1987
443,1974,Frankie Valli,Watch Where You Walk,1987
444,1958,Fats Domino,Coquette,1987
445,1958,The Students,Everyday Of The Week,1987
446,1959,The Viscounts [USA],Dig,1987
447,1958,The Chordettes,"Baby, Come-A Back-A",1987
448,1972,Elton John,Elderberry Wine,1987
449,1967,The Platters,If I Had A Love,1987
450,1961,Bobby Vee,Bashful Bob,1987
451,1958,The Crickets,Maybe Baby,1987
452,1967,The Music Explosion,I See The Light,1987
453,1969,Zager And Evans,In The Year 2525 (Exordium & Terminus),1987
454,1970,Badfinger,No Matter What,1987
455,1971,Carole King,It's Too Late,1987
456,1963,The Angels,My Boyfriend's Back,1987
457,1956,The Cadillacs,The Girl I Love,1987
458,1963,The Beach Boys,Be True To Your School,1987
459,1961,The Cleftones,For Sentimental Reasons,1987
460,1963,The Chiffons,He's So Fine,1987
461,1959,The Coasters,Charlie Brown,1987
462,1973,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree,1987
463,1964,Manfred Mann,Do Wah Diddy Diddy,1987
464,1957,The Bobbettes,Mr. Lee,1987
465,1962,The Castells,So This Is Love,1987
466,1972,The Hollies,Long Cool Woman (In A Black Dress),1987
467,1969,The Brooklyn Bridge,Blessed Is The Rain,1987
468,1958,Bobby Freeman,Do You Want To Dance,1987
469,1973,Barbra Streisand,The Way We Were,1987
470,1985,USA For Africa,We Are The WorldQuincy Jones,1987
471,1962,Sam Cooke,Bring It On Home To Me,1987
472,1972,Todd Rundgren,Hello It's Me,1987
473,1965,The Lovin' Spoonful,Do You Believe In Magic,1987
474,1972,Looking Glass,Brandy (You're A Fine Girl),1987
475,1975,The Four Seasons,"December, 1963 (Oh, What A Night)",1987
476,1957,Frankie Lymon,Goody Goody,1987
477,1964,The Beach Boys,I Get Around,1987
478,1964,The Beatles,I Feel Fine,1987
479,1961,Ernie K-Doe,Mother-In-Law,1987
480,1964,The Searchers,Needles And Pins,1987
481,1963,Jay And The Americans,Only In America,1987
482,1961,The Dreamlovers,When We Get Married,1987
483,1965,The Miracles,Ooo Baby Baby,1987
484,1971,The Rolling Stones,Brown Sugar,1987
485,1965,James Brown And The Famous Flames,I Got You (I Feel Good),1987
486,1967,Soul Survivors,Expressway To Your Heart,1987
487,1955,Bo Diddley,Bo Diddley,1987
488,1966,The Young Rascals,Good Lovin',1987
489,1966,The Troggs,Wild Thing,1987
490,1967,The Grass Roots,Let's Live For Today,1987
491,1965,Bob Dylan,Positively 4th Street,1987
492,1967,The 4 Seasons,C'mon Marianne,1987
493,1964,Little Anthony And The Imperials,Goin' Out Of My Head,1987
494,1960,The Ventures,Walk – Don't Run,1987
495,1965,The Fortunes,You've Got Your Troubles,1987
496,1964,The Ronettes,Do I Love You?,1987
497,1958,The Chantels,Every Night (I Pray),1987
498,1958,Eddie Cochran,C'mon Everybody,1987
499,1960,Ray Charles,Georgia On My Mind,1987
500,1958,Bobby Darin,Queen Of The Hop,1987
451,1958,The Crickets,Tell Me How,1987
452,1967,The Music Explosion,Little Bit O' Soul,1987
453,1969,Zager And Evans,Little Kids,1987
454,1970,Badfinger,Carry On Till Tomorrow,1987
455,1971,Carole King,I Feel The Earth Move,1987
456,1963,The Angels,(Love Me) Now,1987
457,1956,The Cadillacs,That's All I Need,1987
458,1963,The Beach Boys,In My Room,1987
459,1961,The Cleftones,'Deed I Do,1987
460,1963,The Chiffons,Oh My Lover,1987
461,1959,The Coasters,Three Cool Cats,1987
462,1973,Dawn Featuring Tony Orlando,I Can't Believe How Much I Love You,1987
463,1964,Manfred Mann,What You Gonna Do?,1987
464,1957,The Bobbettes,Look At The Stars,1987
465,1962,The Castells,On The Street Of Tears,1987
466,1972,The Hollies,Look What We've Got,1987
467,1969,The Brooklyn Bridge,Welcome Me Love,1987
468,1958,Bobby Freeman,Big Fat Woman,1987
469,1973,Barbra Streisand,What Are You Doing The Rest Of Your Life?,1987
470,1985,USA For Africa,Grace,1987
471,1962,Sam Cooke,Having A Party,1987
472,1972,Todd Rundgren,Cold Morning Light,1987
473,1965,The Lovin' Spoonful,On The Road Again,1987
474,1972,Looking Glass,One By One,1987
475,1975,The Four Seasons,Slip Away,1987
476,1957,Frankie Lymon,Creation Of Love,1987
477,1964,The Beach Boys,Don't Worry Baby,1987
478,1964,The Beatles,She's A Woman,1987
479,1961,Ernie K-Doe,"Wanted, $10,000.00 Reward",1987
480,1964,The Searchers,Ain't That Just Like Me,1987
481,1963,Jay And The Americans,My Clair De Lune,1987
482,1961,The Dreamlovers,Just Because,1987
483,1965,The Miracles,All That's Good,1987
484,1971,The Rolling Stones,Bitch,1987
485,1965,James Brown And The Famous Flames,I Can't Help It (I Just Do-Do-Do),1987
486,1967,Soul Survivors,Hey Gyp,1987
487,1955,Bo Diddley,I'm A Man,1987
488,1966,The Young Rascals,Mustang Sally,1987
489,1966,The Troggs,With A Girl Like You,1987
490,1967,The Grass Roots,Depressed Feeling,1987
491,1965,Bob Dylan,From A Buick 6,1987
492,1967,The 4 Seasons,Let's Ride Again,1987
493,1964,Little Anthony And The Imperials,Make It Easy On Yourself,1987
494,1960,The Ventures,Home,1987
495,1965,The Fortunes,I've Gotta Go,1987
496,1964,The Ronettes,Bebe And Susu,1987
497,1958,The Chantels,Whoever You Are,1987
498,1958,Eddie Cochran,Don't Ever Let Me Go,1987
499,1960,Ray Charles,Carry Me Back To Old Virginny,1987
500,1958,Bobby Darin,Lost Love,1987
